[s],CH2[V],CH3[V]
-1.5600E-03,5.42969E-02,6.48437E-04
-1.5560E-03,5.82031E-02,5.85938E-04
-1.5520E-03,5.97656E-02,2.57813E-04
-1.5480E-03,5.27344E-02,1.48438E-04
-1.5440E-03,4.96094E-02,-7.03125E-05
-1.5400E-03,4.96094E-02,-7.26562E-04
-1.5360E-03,3.94531E-02,-3.35937E-04
-1.5320E-03,5.03906E-02,2.10938E-04
-1.5280E-03,4.72656E-02,-3.67187E-04
-1.5240E-03,4.57031E-02,-2.34375E-05
-1.5200E-03,5.27344E-02,1.17188E-04
-1.5160E-03,4.96094E-02,-5.39062E-04
-1.5120E-03,5.03906E-02,-6.32812E-04
-1.5080E-03,4.25781E-02,-6.95312E-04
-1.5040E-03,3.71094E-02,-5.07812E-04
-1.5000E-03,3.94531E-02,-1.79687E-04
-1.4960E-03,4.25781E-02,-6.01562E-04
-1.4920E-03,4.33594E-02,-4.76562E-04
-1.4880E-03,4.64844E-02,-1.33594E-03
-1.4840E-03,4.25781E-02,-6.17187E-04
-1.4800E-03,4.80469E-02,-4.14062E-04
-1.4760E-03,4.57031E-02,-5.07812E-04
-1.4720E-03,4.88281E-02,-3.51563E-04
-1.4680E-03,4.80469E-02,-8.51562E-04
-1.4640E-03,5.27344E-02,-1.03906E-03
-1.4600E-03,5.35156E-02,-5.07812E-04
-1.4560E-03,5.35156E-02,-5.39062E-04
-1.4520E-03,5.74219E-02,7.10938E-04
-1.4480E-03,5.97656E-02,4.76563E-04
-1.4440E-03,6.13281E-02,-2.10938E-04
-1.4400E-03,6.83594E-02,1.95313E-04
-1.4360E-03,6.83594E-02,-9.60937E-04
-1.4320E-03,6.05469E-02,-8.04687E-04
-1.4280E-03,6.28906E-02,-1.16406E-03
-1.4240E-03,6.21094E-02,-3.98437E-04
-1.4200E-03,5.97656E-02,-1.32812E-04
-1.4160E-03,5.74219E-02,-5.39062E-04
-1.4120E-03,5.58594E-02,-9.76562E-04
-1.4080E-03,4.80469E-02,-1.25781E-03
-1.4040E-03,4.49219E-02,-1.16406E-03
-1.4000E-03,4.17969E-02,-8.98437E-04
-1.3960E-03,3.63281E-02,-5.70312E-04
-1.3920E-03,3.78906E-02,-5.07812E-04
-1.3880E-03,4.02344E-02,-6.32812E-04
-1.3840E-03,4.96094E-02,-9.92187E-04
-1.3800E-03,5.50781E-02,-5.54687E-04
-1.3760E-03,6.05469E-02,-8.04687E-04
-1.3720E-03,6.91406E-02,-8.20312E-04
-1.3680E-03,6.83594E-02,-1.19531E-03
-1.3640E-03,6.05469E-02,-8.82812E-04
-1.3600E-03,4.72656E-02,-6.01562E-04
-1.3560E-03,3.86719E-02,-6.79687E-04
-1.3520E-03,3.86719E-02,-1.35156E-03
-1.3480E-03,5.11719E-02,-1.16406E-03
-1.3440E-03,4.96094E-02,-1.07031E-03
-1.3400E-03,5.82031E-02,1.79688E-04
-1.3360E-03,5.66406E-02,4.14063E-04
-1.3320E-03,5.11719E-02,-7.81250E-06
-1.3280E-03,5.42969E-02,4.92188E-04
-1.3240E-03,5.42969E-02,-2.10938E-04
-1.3200E-03,5.11719E-02,-1.21094E-03
-1.3160E-03,4.33594E-02,-9.76562E-04
-1.3120E-03,5.89844E-02,1.48438E-04
-1.3080E-03,6.05469E-02,-1.79687E-04
-1.3040E-03,5.74219E-02,-1.95312E-04
-1.3000E-03,4.88281E-02,-3.51563E-04
-1.2960E-03,5.27344E-02,3.35938E-04
-1.2920E-03,6.36719E-02,3.51563E-04
-1.2880E-03,6.67969E-02,1.50781E-03
-1.2840E-03,7.07031E-02,1.38281E-03
-1.2800E-03,6.36719E-02,9.29687E-04
-1.2760E-03,5.82031E-02,7.57813E-04
-1.2720E-03,6.13281E-02,-5.46875E-05
-1.2680E-03,6.05469E-02,-4.76562E-04
-1.2640E-03,5.58594E-02,1.01563E-04
-1.2600E-03,5.42969E-02,-6.01562E-04
-1.2560E-03,5.35156E-02,-1.63281E-03
-1.2520E-03,4.72656E-02,-1.86719E-03
-1.2480E-03,3.78906E-02,-2.02344E-03
-1.2440E-03,3.71094E-02,-2.19531E-03
-1.2400E-03,4.64844E-02,-1.41406E-03
-1.2360E-03,4.25781E-02,-1.72656E-03
-1.2320E-03,4.10156E-02,-9.29687E-04
-1.2280E-03,4.57031E-02,-8.51562E-04
-1.2240E-03,4.49219E-02,-8.51562E-04
-1.2200E-03,5.11719E-02,-6.01562E-04
-1.2160E-03,4.64844E-02,-7.26562E-04
-1.2120E-03,4.49219E-02,-1.25781E-03
-1.2080E-03,4.88281E-02,-4.92187E-04
-1.2040E-03,5.74219E-02,-5.39062E-04
-1.2000E-03,6.21094E-02,-2.10938E-04
-1.1960E-03,6.36719E-02,1.17188E-04
-1.1920E-03,6.36719E-02,2.26563E-04
-1.1880E-03,5.27344E-02,3.90625E-05
-1.1840E-03,5.50781E-02,-2.26562E-04
-1.1800E-03,4.72656E-02,-5.46875E-05
-1.1760E-03,5.11719E-02,-3.35937E-04
-1.1720E-03,5.66406E-02,-5.39062E-04
-1.1680E-03,5.42969E-02,-9.76562E-04
-1.1640E-03,5.27344E-02,-6.17187E-04
-1.1600E-03,5.74219E-02,-1.19531E-03
-1.1560E-03,5.97656E-02,-1.55469E-03
-1.1520E-03,5.19531E-02,-1.33594E-03
-1.1480E-03,5.58594E-02,-1.07031E-03
-1.1440E-03,5.74219E-02,-1.47656E-03
-1.1400E-03,5.58594E-02,-8.98437E-04
-1.1360E-03,4.96094E-02,-9.29687E-04
-1.1320E-03,4.72656E-02,-4.14062E-04
-1.1280E-03,5.58594E-02,9.14063E-04
-1.1240E-03,6.44531E-02,8.35937E-04
-1.1200E-03,6.52344E-02,-5.46875E-05
-1.1160E-03,7.07031E-02,-1.13281E-03
-1.1120E-03,6.91406E-02,-2.34375E-05
-1.1080E-03,6.21094E-02,-2.10938E-04
-1.1040E-03,7.22656E-02,-1.10156E-03
-1.1000E-03,6.52344E-02,-6.95312E-04
-1.0960E-03,5.74219E-02,-6.64062E-04
-1.0920E-03,5.58594E-02,-1.42969E-03
-1.0880E-03,4.88281E-02,-1.05469E-03
-1.0840E-03,5.89844E-02,-1.10156E-03
-1.0800E-03,6.67969E-02,-1.35156E-03
-1.0760E-03,5.66406E-02,-9.14062E-04
-1.0720E-03,5.27344E-02,-6.01562E-04
-1.0680E-03,4.25781E-02,-1.41406E-03
-1.0640E-03,4.10156E-02,-1.10156E-03
-1.0600E-03,4.02344E-02,-5.85937E-04
-1.0560E-03,5.35156E-02,-5.07812E-04
-1.0520E-03,5.03906E-02,-2.89062E-04
-1.0480E-03,4.80469E-02,-2.34375E-05
-1.0440E-03,4.88281E-02,-5.39062E-04
-1.0400E-03,4.64844E-02,-7.26562E-04
-1.0360E-03,5.27344E-02,-2.42187E-04
-1.0320E-03,4.72656E-02,-3.35937E-04
-1.0280E-03,4.72656E-02,-6.95312E-04
-1.0240E-03,5.11719E-02,-4.29687E-04
-1.0200E-03,4.96094E-02,-7.89062E-04
-1.0160E-03,4.72656E-02,-1.22656E-03
-1.0120E-03,4.88281E-02,-9.29687E-04
-1.0080E-03,4.64844E-02,-1.13281E-03
-1.0040E-03,4.57031E-02,-1.41406E-03
-1.0000E-03,4.10156E-02,-1.91406E-03
-9.9600E-04,4.25781E-02,-9.14062E-04
-9.9200E-04,4.80469E-02,-1.02344E-03
-9.8800E-04,5.11719E-02,-1.27344E-03
-9.8400E-04,4.88281E-02,-7.57812E-04
-9.8000E-04,5.42969E-02,-1.44531E-03
-9.7600E-04,5.82031E-02,-1.22656E-03
-9.7200E-04,5.89844E-02,-4.14062E-04
-9.6800E-04,5.89844E-02,-9.14062E-04
-9.6400E-04,6.13281E-02,-1.77344E-03
-9.6000E-04,5.66406E-02,-1.07031E-03
-9.5600E-04,6.21094E-02,-9.14062E-04
-9.5200E-04,5.89844E-02,-1.17969E-03
-9.4800E-04,6.52344E-02,-3.51563E-04
-9.4400E-04,5.89844E-02,-6.17187E-04
-9.4000E-04,5.35156E-02,-1.03906E-03
-9.3600E-04,6.28906E-02,-1.22656E-03
-9.3200E-04,5.97656E-02,-1.99219E-03
-9.2800E-04,5.35156E-02,-2.19531E-03
-9.2400E-04,5.35156E-02,-2.14844E-03
-9.2000E-04,5.03906E-02,-1.50781E-03
-9.1600E-04,5.74219E-02,-7.10937E-04
-9.1200E-04,5.50781E-02,-7.10937E-04
-9.0800E-04,6.36719E-02,-1.10156E-03
-9.0400E-04,8.08594E-02,-1.33594E-03
-9.0000E-04,8.78906E-02,-1.55469E-03
-8.9600E-04,7.22656E-02,-1.86719E-03
-8.9200E-04,6.21094E-02,-2.16406E-03
-8.8800E-04,5.42969E-02,-2.10156E-03
-8.8400E-04,4.80469E-02,-1.89844E-03
-8.8000E-04,5.27344E-02,-2.03906E-03
-8.7600E-04,5.66406E-02,-1.85156E-03
-8.7200E-04,5.50781E-02,-1.58594E-03
-8.6800E-04,5.97656E-02,-1.07031E-03
-8.6400E-04,5.82031E-02,-7.10937E-04
-8.6000E-04,5.11719E-02,-6.17187E-04
-8.5600E-04,4.80469E-02,-1.95312E-04
-8.5200E-04,4.72656E-02,-2.34375E-05
-8.4800E-04,5.35156E-02,-4.45312E-04
-8.4400E-04,5.03906E-02,-9.45312E-04
-8.4000E-04,6.28906E-02,-7.10937E-04
-8.3600E-04,6.05469E-02,-1.36719E-03
-8.3200E-04,6.44531E-02,-4.45312E-04
-8.2800E-04,6.67969E-02,7.81250E-06
-8.2400E-04,6.99219E-02,-3.67187E-04
-8.2000E-04,6.05469E-02,-1.64063E-04
-8.1600E-04,5.35156E-02,-7.03125E-05
-8.1200E-04,6.36719E-02,-6.48437E-04
-8.0800E-04,6.52344E-02,-1.10156E-03
-8.0400E-04,6.52344E-02,-1.10156E-03
-8.0000E-04,6.75781E-02,-5.54687E-04
-7.9600E-04,6.13281E-02,-1.66406E-03
-7.9200E-04,6.91406E-02,-1.35156E-03
-7.8800E-04,7.92969E-02,-1.42969E-03
-7.8400E-04,6.67969E-02,-1.33594E-03
-7.8000E-04,6.05469E-02,-6.48437E-04
-7.7600E-04,6.75781E-02,-6.95312E-04
-7.7200E-04,7.22656E-02,-8.59375E-05
-7.6800E-04,6.21094E-02,-7.81250E-06
-7.6400E-04,6.13281E-02,-3.04688E-04
-7.6000E-04,5.74219E-02,-9.92187E-04
-7.5600E-04,5.74219E-02,-8.98437E-04
-7.5200E-04,5.42969E-02,-5.54687E-04
-7.4800E-04,5.19531E-02,-1.08594E-03
-7.4400E-04,5.03906E-02,-1.53906E-03
-7.4000E-04,4.64844E-02,-1.60156E-03
-7.3600E-04,4.25781E-02,-1.60156E-03
-7.3200E-04,4.10156E-02,-1.03906E-03
-7.2800E-04,4.80469E-02,-9.76562E-04
-7.2400E-04,5.03906E-02,-6.48437E-04
-7.2000E-04,4.72656E-02,-8.20312E-04
-7.1600E-04,4.88281E-02,-1.13281E-03
-7.1200E-04,5.19531E-02,-1.24219E-03
-7.0800E-04,5.50781E-02,-2.42187E-04
-7.0400E-04,4.96094E-02,-2.26562E-04
-7.0000E-04,5.03906E-02,2.26563E-04
-6.9600E-04,5.74219E-02,1.32813E-04
-6.9200E-04,6.60156E-02,2.26563E-04
-6.8800E-04,6.67969E-02,1.32813E-04
-6.8400E-04,7.69531E-02,9.60938E-04
-6.8000E-04,6.21094E-02,2.57813E-04
-6.7600E-04,6.28906E-02,-1.17188E-04
-6.7200E-04,6.67969E-02,-7.42187E-04
-6.6800E-04,6.05469E-02,-1.10156E-03
-6.6400E-04,4.72656E-02,-7.81250E-06
-6.6000E-04,4.57031E-02,-7.03125E-05
-6.5600E-04,4.57031E-02,-2.26562E-04
-6.5200E-04,4.72656E-02,-2.10938E-04
-6.4800E-04,5.03906E-02,-5.23437E-04
-6.4400E-04,4.96094E-02,-2.10938E-04
-6.4000E-04,4.64844E-02,-2.34375E-05
-6.3600E-04,5.27344E-02,6.01563E-04
-6.3200E-04,5.35156E-02,7.03125E-05
-6.2800E-04,5.58594E-02,-1.64063E-04
-6.2400E-04,7.07031E-02,5.23438E-04
-6.2000E-04,6.36719E-02,2.34375E-05
-6.1600E-04,6.60156E-02,2.73438E-04
-6.1200E-04,7.38281E-02,-1.48437E-04
-6.0800E-04,6.60156E-02,-6.01562E-04
-6.0400E-04,6.36719E-02,-3.98437E-04
-6.0000E-04,6.21094E-02,-1.24219E-03
-5.9600E-04,7.14844E-02,-1.24219E-03
-5.9200E-04,7.38281E-02,-1.58594E-03
-5.8800E-04,6.36719E-02,-1.42969E-03
-5.8400E-04,5.97656E-02,-1.27344E-03
-5.8000E-04,5.35156E-02,-1.80469E-03
-5.7600E-04,5.35156E-02,-1.57031E-03
-5.7200E-04,6.28906E-02,-1.01562E-04
-5.6800E-04,7.07031E-02,-5.85937E-04
-5.6400E-04,6.36719E-02,-7.89062E-04
-5.6000E-04,5.58594E-02,-2.26562E-04
-5.5600E-04,5.35156E-02,-5.23437E-04
-5.5200E-04,4.72656E-02,-3.35937E-04
-5.4800E-04,5.42969E-02,-1.64063E-04
-5.4400E-04,6.13281E-02,4.76563E-04
-5.4000E-04,5.03906E-02,-1.95312E-04
-5.3600E-04,5.19531E-02,-4.45312E-04
-5.3200E-04,5.42969E-02,5.46875E-05
-5.2800E-04,6.13281E-02,3.04688E-04
-5.2400E-04,6.52344E-02,-1.32812E-04
-5.2000E-04,5.89844E-02,-1.64063E-04
-5.1600E-04,5.50781E-02,-4.14062E-04
-5.1200E-04,5.66406E-02,-1.48437E-04
-5.0800E-04,5.82031E-02,-1.01562E-04
-5.0400E-04,7.07031E-02,7.81250E-06
-5.0000E-04,7.61719E-02,7.03125E-05
-4.9600E-04,6.83594E-02,2.34375E-05
-4.9200E-04,7.07031E-02,-9.29687E-04
-4.8800E-04,6.44531E-02,3.67188E-04
-4.8400E-04,5.97656E-02,2.34375E-05
-4.8000E-04,6.36719E-02,1.02344E-03
-4.7600E-04,5.82031E-02,1.30469E-03
-4.7200E-04,6.21094E-02,1.49219E-03
-4.6800E-04,5.82031E-02,1.10156E-03
-4.6400E-04,6.21094E-02,1.63281E-03
-4.6000E-04,5.89844E-02,1.80469E-03
-4.5600E-04,6.28906E-02,1.17969E-03
-4.5200E-04,5.89844E-02,4.92188E-04
-4.4800E-04,6.52344E-02,1.47656E-03
-4.4400E-04,5.82031E-02,7.73438E-04
-4.4000E-04,6.13281E-02,1.14844E-03
-4.3600E-04,5.11719E-02,4.60938E-04
-4.3200E-04,4.96094E-02,7.73438E-04
-4.2800E-04,5.89844E-02,1.83594E-03
-4.2400E-04,6.44531E-02,1.28906E-03
-4.2000E-04,6.75781E-02,1.02344E-03
-4.1600E-04,7.22656E-02,-5.46875E-05
-4.1200E-04,5.82031E-02,3.04688E-04
-4.0800E-04,6.36719E-02,7.81250E-06
-4.0400E-04,5.89844E-02,-4.92187E-04
-4.0000E-04,5.50781E-02,-6.95312E-04
-3.9600E-04,5.03906E-02,-1.72656E-03
-3.9200E-04,5.35156E-02,-1.30469E-03
-3.8800E-04,6.13281E-02,-5.39062E-04
-3.8400E-04,5.27344E-02,-4.92187E-04
-3.8000E-04,5.74219E-02,5.85938E-04
-3.7600E-04,5.89844E-02,9.45313E-04
-3.7200E-04,5.58594E-02,6.48437E-04
-3.6800E-04,5.82031E-02,1.79688E-04
-3.6400E-04,6.67969E-02,2.34375E-05
-3.6000E-04,5.35156E-02,-1.32812E-04
-3.5600E-04,5.66406E-02,4.76563E-04
-3.5200E-04,5.27344E-02,5.23438E-04
-3.4800E-04,5.03906E-02,1.32813E-04
-3.4400E-04,4.72656E-02,-6.01562E-04
-3.4000E-04,5.74219E-02,-6.64062E-04
-3.3600E-04,5.27344E-02,-8.98437E-04
-3.3200E-04,5.42969E-02,-9.45312E-04
-3.2800E-04,4.96094E-02,-3.98437E-04
-3.2400E-04,5.35156E-02,-2.26562E-04
-3.2000E-04,5.66406E-02,3.35938E-04
-3.1600E-04,5.66406E-02,4.60938E-04
-3.1200E-04,5.74219E-02,-6.48437E-04
-3.0800E-04,5.35156E-02,3.67188E-04
-3.0400E-04,5.11719E-02,3.82813E-04
-3.0000E-04,5.27344E-02,7.26563E-04
-2.9600E-04,4.33594E-02,3.04688E-04
-2.9200E-04,4.33594E-02,5.46875E-05
-2.8800E-04,4.72656E-02,-8.59375E-05
-2.8400E-04,4.72656E-02,-3.82812E-04
-2.8000E-04,4.80469E-02,-1.07031E-03
-2.7600E-04,4.64844E-02,-1.10156E-03
-2.7200E-04,4.80469E-02,-4.60937E-04
-2.6800E-04,5.35156E-02,-9.92187E-04
-2.6400E-04,5.58594E-02,3.90625E-05
-2.6000E-04,5.50781E-02,-9.76562E-04
-2.5600E-04,6.28906E-02,-7.42187E-04
-2.5200E-04,5.66406E-02,-1.58594E-03
-2.4800E-04,4.96094E-02,-1.88281E-03
-2.4400E-04,5.58594E-02,-1.66406E-03
-2.4000E-04,5.97656E-02,-1.24219E-03
-2.3600E-04,5.42969E-02,-1.17969E-03
-2.3200E-04,4.96094E-02,-1.35156E-03
-2.2800E-04,5.11719E-02,-7.57812E-04
-2.2400E-04,5.58594E-02,-1.05469E-03
-2.2000E-04,5.27344E-02,-7.89062E-04
-2.1600E-04,5.35156E-02,-2.73437E-04
-2.1200E-04,5.74219E-02,3.90625E-05
-2.0800E-04,5.35156E-02,8.59375E-05
-2.0400E-04,5.42969E-02,-7.57812E-04
-2.0000E-04,5.58594E-02,-3.67187E-04
-1.9600E-04,5.89844E-02,-2.34375E-05
-1.9200E-04,6.05469E-02,-7.10937E-04
-1.8800E-04,6.21094E-02,-1.41406E-03
-1.8400E-04,5.03906E-02,-1.27344E-03
-1.8000E-04,5.11719E-02,-1.05469E-03
-1.7600E-04,5.35156E-02,-1.22656E-03
-1.7200E-04,6.75781E-02,-1.67969E-03
-1.6800E-04,8.00781E-02,-1.58594E-03
-1.6400E-04,8.08594E-02,-1.50781E-03
-1.6000E-04,7.38281E-02,-9.45312E-04
-1.5600E-04,6.83594E-02,-1.66406E-03
-1.5200E-04,7.14844E-02,-2.03906E-03
-1.4800E-04,7.46094E-02,-1.55469E-03
-1.4400E-04,6.91406E-02,-1.16406E-03
-1.4000E-04,6.36719E-02,-9.29687E-04
-1.3600E-04,5.58594E-02,-9.29687E-04
-1.3200E-04,6.60156E-02,-1.30469E-03
-1.2800E-04,5.97656E-02,-1.05469E-03
-1.2400E-04,5.19531E-02,-9.14062E-04
-1.2000E-04,5.19531E-02,-1.00781E-03
-1.1600E-04,4.57031E-02,-1.32031E-03
-1.1200E-04,3.86719E-02,-2.02344E-03
-1.0800E-04,4.10156E-02,-1.88281E-03
-1.0400E-04,4.25781E-02,-1.47656E-03
-1.0000E-04,5.11719E-02,-1.00781E-03
-9.6000E-05,4.96094E-02,-1.41406E-03
-9.2000E-05,6.36719E-02,-1.35156E-03
-8.8000E-05,6.99219E-02,-1.16406E-03
-8.4000E-05,6.21094E-02,-7.73437E-04
-8.0000E-05,6.05469E-02,-1.00781E-03
-7.6000E-05,6.52344E-02,-4.92187E-04
-7.2000E-05,7.38281E-02,3.90625E-05
-6.8000E-05,5.97656E-02,-3.51563E-04
-6.4000E-05,4.96094E-02,4.45313E-04
-6.0000E-05,4.80469E-02,-4.14062E-04
-5.6000E-05,5.11719E-02,-4.92187E-04
-5.2000E-05,5.89844E-02,-1.79687E-04
-4.8000E-05,5.66406E-02,-4.14062E-04
-4.4000E-05,5.11719E-02,-8.51562E-04
-4.0000E-05,4.49219E-02,-9.45312E-04
-3.6000E-05,4.72656E-02,-9.92187E-04
-3.2000E-05,4.10156E-02,-8.82812E-04
-2.8000E-05,3.94531E-02,-1.03906E-03
-2.4000E-05,5.19531E-02,3.35938E-04
-2.0000E-05,5.03906E-02,1.32813E-04
-1.6000E-05,5.11719E-02,3.67188E-04
-1.2000E-05,4.96094E-02,1.95313E-04
-8.0000E-06,4.64844E-02,1.32813E-04
-4.0000E-06,4.88281E-02,2.34375E-05
2.2404E-17,4.88281E-02,2.42188E-04
4.0000E-06,3.00781E-02,1.33594E-03
8.0000E-06,1.83594E-02,2.14844E-03
1.2000E-05,7.42188E-03,2.49219E-03
1.6000E-05,1.17188E-03,2.69531E-03
2.0000E-05,-2.73437E-03,3.21094E-03
2.4000E-05,-4.29687E-03,3.49219E-03
2.8000E-05,2.73437E-03,5.49219E-03
3.2000E-05,1.29258E+00,8.81484E-02
3.6000E-05,2.66523E+00,1.78945E-01
4.0000E-05,3.52227E+00,2.38961E-01
4.4000E-05,4.08398E+00,2.78055E-01
4.8000E-05,4.46289E+00,3.02742E-01
5.2000E-05,4.70039E+00,3.17680E-01
5.6000E-05,4.83867E+00,3.26867E-01
6.0000E-05,4.92773E+00,3.32414E-01
6.4000E-05,4.99336E+00,3.34664E-01
6.8000E-05,5.02227E+00,3.35242E-01
7.2000E-05,5.02695E+00,3.34477E-01
7.6000E-05,5.02930E+00,3.32633E-01
8.0000E-05,5.02305E+00,3.30633E-01
8.4000E-05,5.00195E+00,3.27836E-01
8.8000E-05,4.97773E+00,3.24773E-01
9.2000E-05,4.96758E+00,3.21758E-01
9.6000E-05,4.94336E+00,3.17398E-01
1.0000E-04,4.91523E+00,3.13664E-01
1.0400E-04,4.88555E+00,3.09680E-01
1.0800E-04,4.85742E+00,3.06742E-01
1.1200E-04,4.84180E+00,3.03492E-01
1.1600E-04,4.79648E+00,2.99570E-01
1.2000E-04,4.76055E+00,2.95773E-01
1.2400E-04,4.72695E+00,2.91617E-01
1.2800E-04,4.69805E+00,2.86352E-01
1.3200E-04,4.66133E+00,2.82398E-01
1.3600E-04,4.61367E+00,2.77305E-01
1.4000E-04,4.56211E+00,2.72289E-01
1.4400E-04,4.52148E+00,2.68617E-01
1.4800E-04,4.47305E+00,2.64648E-01
1.5200E-04,4.43398E+00,2.60273E-01
1.5600E-04,4.39648E+00,2.55430E-01
1.6000E-04,4.34023E+00,2.50289E-01
1.6400E-04,4.28398E+00,2.46336E-01
1.6800E-04,4.22617E+00,2.41602E-01
1.7200E-04,4.17695E+00,2.36289E-01
1.7600E-04,4.13164E+00,2.31977E-01
