[s],CH2[V],CH3[V]
-2.9400E-03,4.33594E-02,-9.45312E-04
-2.9360E-03,5.58594E-02,1.79688E-04
-2.9320E-03,5.27344E-02,-1.48437E-04
-2.9280E-03,5.42969E-02,-1.32812E-04
-2.9240E-03,5.74219E-02,-4.45312E-04
-2.9200E-03,5.50781E-02,-6.01562E-04
-2.9160E-03,5.11719E-02,-5.85937E-04
-2.9120E-03,4.80469E-02,-6.17187E-04
-2.9080E-03,5.50781E-02,-5.46875E-05
-2.9040E-03,5.03906E-02,-3.20312E-04
-2.9000E-03,5.97656E-02,-8.67187E-04
-2.8960E-03,5.58594E-02,-8.59375E-05
-2.8920E-03,6.75781E-02,-6.17187E-04
-2.8880E-03,7.61719E-02,1.48438E-04
-2.8840E-03,8.16406E-02,8.59375E-05
-2.8800E-03,9.02344E-02,4.14063E-04
-2.8760E-03,8.47656E-02,-1.17969E-03
-2.8720E-03,6.99219E-02,-8.67187E-04
-2.8680E-03,6.05469E-02,-5.23437E-04
-2.8640E-03,5.66406E-02,-7.03125E-05
-2.8600E-03,5.82031E-02,1.01563E-04
-2.8560E-03,7.38281E-02,5.85938E-04
-2.8520E-03,7.38281E-02,6.95312E-04
-2.8480E-03,6.28906E-02,1.17188E-04
-2.8440E-03,5.58594E-02,8.59375E-05
-2.8400E-03,6.21094E-02,2.42188E-04
-2.8360E-03,5.89844E-02,-4.29687E-04
-2.8320E-03,6.75781E-02,-2.26562E-04
-2.8280E-03,6.44531E-02,-3.51563E-04
-2.8240E-03,5.89844E-02,-5.85937E-04
-2.8200E-03,5.58594E-02,-5.39062E-04
-2.8160E-03,5.11719E-02,8.59375E-05
-2.8120E-03,5.27344E-02,-9.14062E-04
-2.8080E-03,5.03906E-02,-6.32812E-04
-2.8040E-03,4.49219E-02,-8.59375E-05
-2.8000E-03,5.19531E-02,-2.42187E-04
-2.7960E-03,4.33594E-02,2.42188E-04
-2.7920E-03,4.02344E-02,-4.76562E-04
-2.7880E-03,5.11719E-02,4.45313E-04
-2.7840E-03,7.46094E-02,5.07813E-04
-2.7800E-03,6.91406E-02,3.98438E-04
-2.7760E-03,6.44531E-02,5.39063E-04
-2.7720E-03,5.42969E-02,7.03125E-05
-2.7680E-03,5.03906E-02,-7.26562E-04
-2.7640E-03,4.80469E-02,-3.98437E-04
-2.7600E-03,4.96094E-02,-8.59375E-05
-2.7560E-03,4.33594E-02,3.35938E-04
-2.7520E-03,4.96094E-02,2.10938E-04
-2.7480E-03,4.72656E-02,-3.51563E-04
-2.7440E-03,4.57031E-02,-6.17187E-04
-2.7400E-03,4.72656E-02,-7.03125E-05
-2.7360E-03,4.88281E-02,-1.02344E-03
-2.7320E-03,5.58594E-02,-7.73437E-04
-2.7280E-03,6.05469E-02,-1.01562E-04
-2.7240E-03,6.44531E-02,5.23438E-04
-2.7200E-03,8.63281E-02,2.42188E-04
-2.7160E-03,8.71094E-02,4.14063E-04
-2.7120E-03,6.75781E-02,3.98438E-04
-2.7080E-03,5.97656E-02,6.48437E-04
-2.7040E-03,6.44531E-02,5.85938E-04
-2.7000E-03,6.91406E-02,-5.46875E-05
-2.6960E-03,6.52344E-02,-2.42187E-04
-2.6920E-03,6.21094E-02,4.60938E-04
-2.6880E-03,7.46094E-02,1.41406E-03
-2.6840E-03,7.38281E-02,1.22656E-03
-2.6800E-03,7.77344E-02,8.59375E-05
-2.6760E-03,7.77344E-02,-7.26562E-04
-2.6720E-03,6.67969E-02,-8.04687E-04
-2.6680E-03,6.44531E-02,-1.35156E-03
-2.6640E-03,6.91406E-02,-7.10937E-04
-2.6600E-03,6.52344E-02,-9.76562E-04
-2.6560E-03,6.52344E-02,-2.89062E-04
-2.6520E-03,7.69531E-02,-9.45312E-04
-2.6480E-03,6.99219E-02,-1.27344E-03
-2.6440E-03,6.28906E-02,-5.07812E-04
-2.6400E-03,5.27344E-02,-3.90625E-05
-2.6360E-03,4.88281E-02,-3.67187E-04
-2.6320E-03,5.58594E-02,-6.01562E-04
-2.6280E-03,5.11719E-02,-6.79687E-04
-2.6240E-03,6.05469E-02,-9.76562E-04
-2.6200E-03,5.19531E-02,-1.02344E-03
-2.6160E-03,5.74219E-02,-1.22656E-03
-2.6120E-03,6.05469E-02,-1.28906E-03
-2.6080E-03,6.67969E-02,-1.35156E-03
-2.6040E-03,5.82031E-02,-1.50781E-03
-2.6000E-03,5.82031E-02,-6.79687E-04
-2.5960E-03,6.44531E-02,-1.02344E-03
-2.5920E-03,7.07031E-02,-2.89062E-04
-2.5880E-03,6.21094E-02,-1.48437E-04
-2.5840E-03,5.58594E-02,4.14063E-04
-2.5800E-03,4.88281E-02,9.29687E-04
-2.5760E-03,5.19531E-02,2.73438E-04
-2.5720E-03,6.05469E-02,3.35938E-04
-2.5680E-03,5.35156E-02,2.57813E-04
-2.5640E-03,5.19531E-02,4.14063E-04
-2.5600E-03,5.58594E-02,4.92188E-04
-2.5560E-03,5.82031E-02,3.04688E-04
-2.5520E-03,6.05469E-02,-4.45312E-04
-2.5480E-03,5.66406E-02,-1.22656E-03
-2.5440E-03,5.27344E-02,-8.67187E-04
-2.5400E-03,5.11719E-02,-5.46875E-05
-2.5360E-03,5.74219E-02,-3.04688E-04
-2.5320E-03,6.36719E-02,5.07813E-04
-2.5280E-03,6.75781E-02,5.23438E-04
-2.5240E-03,5.74219E-02,3.98438E-04
-2.5200E-03,5.82031E-02,7.89062E-04
-2.5160E-03,5.74219E-02,5.23438E-04
-2.5120E-03,5.03906E-02,-7.03125E-05
-2.5080E-03,6.13281E-02,-3.82812E-04
-2.5040E-03,6.13281E-02,2.34375E-05
-2.5000E-03,5.74219E-02,2.42188E-04
-2.4960E-03,6.99219E-02,3.35938E-04
-2.4920E-03,5.89844E-02,-3.90625E-05
-2.4880E-03,5.11719E-02,-4.45312E-04
-2.4840E-03,5.03906E-02,-1.33594E-03
-2.4800E-03,6.75781E-02,-1.79687E-04
-2.4760E-03,6.36719E-02,-5.85937E-04
-2.4720E-03,5.27344E-02,-1.08594E-03
-2.4680E-03,5.58594E-02,-7.26562E-04
-2.4640E-03,5.58594E-02,-1.28906E-03
-2.4600E-03,5.58594E-02,-6.01562E-04
-2.4560E-03,5.97656E-02,-9.29687E-04
-2.4520E-03,6.60156E-02,7.03125E-05
-2.4480E-03,6.60156E-02,6.48437E-04
-2.4440E-03,6.21094E-02,-2.34375E-05
-2.4400E-03,5.97656E-02,-6.95312E-04
-2.4360E-03,4.96094E-02,-7.42187E-04
-2.4320E-03,4.72656E-02,-2.10938E-04
-2.4280E-03,5.89844E-02,-8.59375E-05
-2.4240E-03,5.03906E-02,1.48438E-04
-2.4200E-03,4.80469E-02,7.03125E-05
-2.4160E-03,5.19531E-02,3.51563E-04
-2.4120E-03,5.97656E-02,-1.95312E-04
-2.4080E-03,5.66406E-02,2.42188E-04
-2.4040E-03,5.82031E-02,-1.17188E-04
-2.4000E-03,6.05469E-02,-1.24219E-03
-2.3960E-03,5.82031E-02,-6.64062E-04
-2.3920E-03,5.89844E-02,5.46875E-05
-2.3880E-03,5.97656E-02,7.81250E-06
-2.3840E-03,5.97656E-02,7.26563E-04
-2.3800E-03,6.28906E-02,9.60938E-04
-2.3760E-03,5.74219E-02,2.26563E-04
-2.3720E-03,5.74219E-02,6.79688E-04
-2.3680E-03,6.05469E-02,9.76562E-04
-2.3640E-03,5.97656E-02,1.00781E-03
-2.3600E-03,5.35156E-02,-1.01562E-04
-2.3560E-03,5.97656E-02,-3.98437E-04
-2.3520E-03,5.42969E-02,-6.01562E-04
-2.3480E-03,5.35156E-02,-4.14062E-04
-2.3440E-03,6.13281E-02,-1.42969E-03
-2.3400E-03,5.58594E-02,-1.80469E-03
-2.3360E-03,5.35156E-02,-1.27344E-03
-2.3320E-03,6.13281E-02,-1.14844E-03
-2.3280E-03,6.21094E-02,-1.11719E-03
-2.3240E-03,6.28906E-02,-1.67969E-03
-2.3200E-03,5.82031E-02,-1.58594E-03
-2.3160E-03,5.27344E-02,-1.66406E-03
-2.3120E-03,5.03906E-02,-1.86719E-03
-2.3080E-03,4.72656E-02,-1.30469E-03
-2.3040E-03,5.03906E-02,-1.25781E-03
-2.3000E-03,4.80469E-02,-1.41406E-03
-2.2960E-03,5.19531E-02,-1.46094E-03
-2.2920E-03,5.50781E-02,-1.02344E-03
-2.2880E-03,5.66406E-02,-1.53906E-03
-2.2840E-03,5.35156E-02,-1.63281E-03
-2.2800E-03,5.58594E-02,-1.42969E-03
-2.2760E-03,5.89844E-02,-1.80469E-03
-2.2720E-03,6.21094E-02,-1.13281E-03
-2.2680E-03,6.05469E-02,-1.46094E-03
-2.2640E-03,5.50781E-02,-1.53906E-03
-2.2600E-03,5.74219E-02,-1.36719E-03
-2.2560E-03,6.21094E-02,-1.35156E-03
-2.2520E-03,7.46094E-02,-1.10156E-03
-2.2480E-03,6.52344E-02,-9.92187E-04
-2.2440E-03,5.27344E-02,-6.32812E-04
-2.2400E-03,5.19531E-02,-7.26562E-04
-2.2360E-03,4.80469E-02,-8.51562E-04
-2.2320E-03,3.94531E-02,-9.92187E-04
-2.2280E-03,3.78906E-02,-7.26562E-04
-2.2240E-03,3.55469E-02,-2.89062E-04
-2.2200E-03,4.25781E-02,-1.00781E-03
-2.2160E-03,4.17969E-02,-1.33594E-03
-2.2120E-03,4.02344E-02,-1.19531E-03
-2.2080E-03,4.02344E-02,-1.02344E-03
-2.2040E-03,4.72656E-02,-4.92187E-04
-2.2000E-03,5.42969E-02,4.60938E-04
-2.1960E-03,5.50781E-02,3.98438E-04
-2.1920E-03,5.89844E-02,3.98438E-04
-2.1880E-03,6.44531E-02,-3.82812E-04
-2.1840E-03,5.58594E-02,-6.95312E-04
-2.1800E-03,6.21094E-02,-4.29687E-04
-2.1760E-03,7.38281E-02,-6.95312E-04
-2.1720E-03,5.89844E-02,-1.05469E-03
-2.1680E-03,5.89844E-02,-7.57812E-04
-2.1640E-03,5.89844E-02,-5.39062E-04
-2.1600E-03,6.05469E-02,-1.50781E-03
-2.1560E-03,6.60156E-02,-1.50781E-03
-2.1520E-03,6.13281E-02,-1.61719E-03
-2.1480E-03,5.66406E-02,-9.92187E-04
-2.1440E-03,5.82031E-02,-1.13281E-03
-2.1400E-03,5.97656E-02,-2.02344E-03
-2.1360E-03,6.67969E-02,-7.57812E-04
-2.1320E-03,6.52344E-02,-8.67187E-04
-2.1280E-03,6.75781E-02,-6.32812E-04
-2.1240E-03,5.82031E-02,-1.64063E-04
-2.1200E-03,5.03906E-02,-1.64063E-04
-2.1160E-03,5.11719E-02,1.64063E-04
-2.1120E-03,4.96094E-02,8.59375E-05
-2.1080E-03,4.64844E-02,2.73438E-04
-2.1040E-03,4.57031E-02,1.95313E-04
-2.1000E-03,4.25781E-02,1.48438E-04
-2.0960E-03,3.94531E-02,5.70313E-04
-2.0920E-03,5.74219E-02,4.60938E-04
-2.0880E-03,5.42969E-02,-4.76562E-04
-2.0840E-03,5.19531E-02,-6.01562E-04
-2.0800E-03,5.58594E-02,-4.60937E-04
-2.0760E-03,4.96094E-02,-1.64063E-04
-2.0720E-03,4.64844E-02,-6.01562E-04
-2.0680E-03,4.96094E-02,-5.46875E-05
-2.0640E-03,5.89844E-02,1.00781E-03
-2.0600E-03,5.66406E-02,5.70313E-04
-2.0560E-03,5.97656E-02,7.03125E-05
-2.0520E-03,5.58594E-02,-1.48437E-04
-2.0480E-03,6.13281E-02,-1.32812E-04
-2.0440E-03,6.13281E-02,2.34375E-05
-2.0400E-03,6.52344E-02,-7.42187E-04
-2.0360E-03,6.99219E-02,-2.73437E-04
-2.0320E-03,6.75781E-02,1.95313E-04
-2.0280E-03,5.89844E-02,4.92188E-04
-2.0240E-03,5.35156E-02,-8.04687E-04
-2.0200E-03,5.42969E-02,-9.14062E-04
-2.0160E-03,5.03906E-02,-1.19531E-03
-2.0120E-03,5.11719E-02,-9.14062E-04
-2.0080E-03,5.82031E-02,-1.79687E-04
-2.0040E-03,6.67969E-02,1.01563E-04
-2.0000E-03,6.13281E-02,-5.70312E-04
-1.9960E-03,6.99219E-02,-9.29687E-04
-1.9920E-03,6.52344E-02,-7.57812E-04
-1.9880E-03,5.66406E-02,-3.35937E-04
-1.9840E-03,6.28906E-02,2.89063E-04
-1.9800E-03,6.99219E-02,7.57813E-04
-1.9760E-03,7.07031E-02,9.29687E-04
-1.9720E-03,6.99219E-02,1.82031E-03
-1.9680E-03,6.44531E-02,1.71094E-03
-1.9640E-03,6.75781E-02,8.98438E-04
-1.9600E-03,6.44531E-02,4.29688E-04
-1.9560E-03,7.07031E-02,-7.81250E-06
-1.9520E-03,5.74219E-02,8.98438E-04
-1.9480E-03,6.28906E-02,4.76563E-04
-1.9440E-03,7.07031E-02,5.07813E-04
-1.9400E-03,6.36719E-02,2.73438E-04
-1.9360E-03,6.28906E-02,-4.92187E-04
-1.9320E-03,6.36719E-02,-4.14062E-04
-1.9280E-03,6.36719E-02,-5.85937E-04
-1.9240E-03,6.21094E-02,1.64063E-04
-1.9200E-03,5.82031E-02,5.54688E-04
-1.9160E-03,5.82031E-02,-2.73437E-04
-1.9120E-03,5.82031E-02,7.81250E-06
-1.9080E-03,6.52344E-02,4.14063E-04
-1.9040E-03,6.05469E-02,4.45313E-04
-1.9000E-03,5.27344E-02,4.45313E-04
-1.8960E-03,4.64844E-02,-7.26562E-04
-1.8920E-03,5.66406E-02,-1.30469E-03
-1.8880E-03,5.58594E-02,-4.45312E-04
-1.8840E-03,4.80469E-02,-5.70312E-04
-1.8800E-03,5.58594E-02,-8.98437E-04
-1.8760E-03,6.36719E-02,7.03125E-05
-1.8720E-03,6.67969E-02,2.57813E-04
-1.8680E-03,7.46094E-02,6.01563E-04
-1.8640E-03,7.22656E-02,9.45313E-04
-1.8600E-03,6.36719E-02,5.70313E-04
-1.8560E-03,6.28906E-02,-6.95312E-04
-1.8520E-03,6.05469E-02,-7.89062E-04
-1.8480E-03,7.69531E-02,-1.16406E-03
-1.8440E-03,7.46094E-02,1.32813E-04
-1.8400E-03,6.83594E-02,7.42187E-04
-1.8360E-03,6.99219E-02,6.64063E-04
-1.8320E-03,7.07031E-02,-3.35937E-04
-1.8280E-03,6.28906E-02,-3.04688E-04
-1.8240E-03,6.60156E-02,1.79688E-04
-1.8200E-03,6.75781E-02,-1.36719E-03
-1.8160E-03,6.67969E-02,-7.73437E-04
-1.8120E-03,6.05469E-02,-6.32812E-04
-1.8080E-03,6.83594E-02,-9.60937E-04
-1.8040E-03,7.61719E-02,-1.21094E-03
-1.8000E-03,8.24219E-02,-1.52344E-03
-1.7960E-03,7.53906E-02,-2.36719E-03
-1.7920E-03,7.07031E-02,-1.58594E-03
-1.7880E-03,5.74219E-02,-1.14844E-03
-1.7840E-03,5.03906E-02,-1.36719E-03
