[s],CH3[V]
9.8500E-05,9.78320E-02
9.8600E-05,9.76367E-02
9.8700E-05,9.78555E-02
9.8800E-05,9.78945E-02
9.8900E-05,9.77930E-02
9.9000E-05,9.75508E-02
9.9100E-05,9.72539E-02
9.9200E-05,9.68242E-02
9.9300E-05,9.65195E-02
9.9400E-05,9.59805E-02
9.9500E-05,9.53789E-02
9.9600E-05,9.46758E-02
9.9700E-05,9.39805E-02
9.9800E-05,9.29648E-02
9.9900E-05,9.20039E-02
1.0000E-04,9.11680E-02
1.0010E-04,8.97852E-02
1.0020E-04,8.87227E-02
1.0030E-04,8.73555E-02
1.0040E-04,8.58008E-02
1.0050E-04,8.44258E-02
1.0060E-04,8.25117E-02
1.0070E-04,8.12773E-02
1.0080E-04,7.93398E-02
1.0090E-04,7.73477E-02
1.0100E-04,7.54180E-02
1.0110E-04,7.33320E-02
1.0120E-04,7.13477E-02
1.0130E-04,6.91914E-02
1.0140E-04,6.71367E-02
1.0150E-04,6.47383E-02
1.0160E-04,6.25273E-02
1.0170E-04,6.01680E-02
1.0180E-04,5.78711E-02
1.0190E-04,5.52695E-02
1.0200E-04,5.27227E-02
1.0210E-04,5.02227E-02
1.0220E-04,4.73789E-02
1.0230E-04,4.48086E-02
1.0240E-04,4.19102E-02
1.0250E-04,3.95508E-02
1.0260E-04,3.69883E-02
1.0270E-04,3.43398E-02
1.0280E-04,3.12461E-02
1.0290E-04,2.85273E-02
1.0300E-04,2.57227E-02
1.0310E-04,2.30664E-02
1.0320E-04,2.02539E-02
1.0330E-04,1.72773E-02
1.0340E-04,1.44414E-02
1.0350E-04,1.16680E-02
1.0360E-04,8.53516E-03
1.0370E-04,5.60547E-03
1.0380E-04,2.56641E-03
1.0390E-04,-3.78906E-04
1.0400E-04,-3.40234E-03
1.0410E-04,-6.29297E-03
1.0420E-04,-9.10547E-03
1.0430E-04,-1.20352E-02
1.0440E-04,-1.46914E-02
1.0450E-04,-1.75273E-02
1.0460E-04,-2.02773E-02
1.0470E-04,-2.29961E-02
1.0480E-04,-2.54570E-02
1.0490E-04,-2.81836E-02
1.0500E-04,-3.08086E-02
1.0510E-04,-3.32539E-02
1.0520E-04,-3.57773E-02
1.0530E-04,-3.83555E-02
1.0540E-04,-4.06367E-02
1.0550E-04,-4.30586E-02
1.0560E-04,-4.55664E-02
1.0570E-04,-4.78867E-02
1.0580E-04,-4.98945E-02
1.0590E-04,-5.22852E-02
1.0600E-04,-5.45508E-02
1.0610E-04,-5.61289E-02
1.0620E-04,-5.81680E-02
1.0630E-04,-6.00039E-02
1.0640E-04,-6.19805E-02
1.0650E-04,-6.38398E-02
1.0660E-04,-6.55117E-02
1.0670E-04,-6.73477E-02
1.0680E-04,-6.86680E-02
1.0690E-04,-7.01836E-02
1.0700E-04,-7.16992E-02
1.0710E-04,-7.30195E-02
1.0720E-04,-7.44102E-02
1.0730E-04,-7.55898E-02
1.0740E-04,-7.65430E-02
1.0750E-04,-7.76992E-02
1.0760E-04,-7.87227E-02
1.0770E-04,-7.97305E-02
1.0780E-04,-8.05352E-02
1.0790E-04,-8.11758E-02
1.0800E-04,-8.18555E-02
1.0810E-04,-8.23320E-02
1.0820E-04,-8.27305E-02
1.0830E-04,-8.33164E-02
1.0840E-04,-8.33633E-02
1.0850E-04,-8.34961E-02
1.0860E-04,-8.37305E-02
1.0870E-04,-8.38945E-02
1.0880E-04,-8.36523E-02
1.0890E-04,-8.34961E-02
1.0900E-04,-8.31914E-02
1.0910E-04,-8.30039E-02
1.0920E-04,-8.26836E-02
1.0930E-04,-8.22305E-02
1.0940E-04,-8.15586E-02
1.0950E-04,-8.07617E-02
1.0960E-04,-7.98164E-02
1.0970E-04,-7.93398E-02
1.0980E-04,-7.81523E-02
1.0990E-04,-7.72461E-02
1.1000E-04,-7.62617E-02
1.1010E-04,-7.50586E-02
1.1020E-04,-7.37773E-02
1.1030E-04,-7.24570E-02
1.1040E-04,-7.11758E-02
1.1050E-04,-6.97070E-02
1.1060E-04,-6.85352E-02
1.1070E-04,-6.69805E-02
1.1080E-04,-6.54805E-02
1.1090E-04,-6.37070E-02
1.1100E-04,-6.19883E-02
1.1110E-04,-6.03398E-02
1.1120E-04,-5.88867E-02
1.1130E-04,-5.68164E-02
1.1140E-04,-5.50742E-02
1.1150E-04,-5.33555E-02
1.1160E-04,-5.11758E-02
1.1170E-04,-4.92383E-02
1.1180E-04,-4.70586E-02
1.1190E-04,-4.49961E-02
1.1200E-04,-4.28242E-02
1.1210E-04,-4.05742E-02
1.1220E-04,-3.83086E-02
1.1230E-04,-3.64102E-02
1.1240E-04,-3.42070E-02
1.1250E-04,-3.16836E-02
1.1260E-04,-2.94023E-02
1.1270E-04,-2.71836E-02
1.1280E-04,-2.48242E-02
1.1290E-04,-2.24180E-02
1.1300E-04,-2.01133E-02
1.1310E-04,-1.78555E-02
1.1320E-04,-1.54258E-02
1.1330E-04,-1.29883E-02
1.1340E-04,-1.05352E-02
1.1350E-04,-8.01172E-03
1.1360E-04,-5.65234E-03
1.1370E-04,-3.16797E-03
1.1380E-04,-6.21094E-04
1.1390E-04,2.11328E-03
1.1400E-04,4.65234E-03
1.1410E-04,7.02734E-03
1.1420E-04,9.51172E-03
1.1430E-04,1.21211E-02
1.1440E-04,1.44023E-02
1.1450E-04,1.69258E-02
1.1460E-04,1.91992E-02
1.1470E-04,2.16055E-02
1.1480E-04,2.38086E-02
1.1490E-04,2.58242E-02
1.1500E-04,2.79102E-02
1.1510E-04,3.00898E-02
1.1520E-04,3.20977E-02
1.1530E-04,3.43867E-02
1.1540E-04,3.64336E-02
1.1550E-04,3.84023E-02
1.1560E-04,4.02227E-02
1.1570E-04,4.22148E-02
1.1580E-04,4.37539E-02
1.1590E-04,4.58398E-02
1.1600E-04,4.74961E-02
1.1610E-04,4.93789E-02
1.1620E-04,5.10039E-02
1.1630E-04,5.24961E-02
1.1640E-04,5.39570E-02
1.1650E-04,5.54414E-02
1.1660E-04,5.68867E-02
1.1670E-04,5.81133E-02
1.1680E-04,5.92539E-02
1.1690E-04,6.04883E-02
1.1700E-04,6.16836E-02
1.1710E-04,6.26680E-02
1.1720E-04,6.34883E-02
1.1730E-04,6.44336E-02
1.1740E-04,6.51055E-02
1.1750E-04,6.59414E-02
1.1760E-04,6.65039E-02
1.1770E-04,6.70742E-02
1.1780E-04,6.78242E-02
1.1790E-04,6.81992E-02
1.1800E-04,6.84023E-02
1.1810E-04,6.87852E-02
1.1820E-04,6.92617E-02
1.1830E-04,6.95039E-02
1.1840E-04,6.94336E-02
1.1850E-04,6.94023E-02
1.1860E-04,6.95820E-02
1.1870E-04,6.93555E-02
1.1880E-04,6.93398E-02
1.1890E-04,6.91914E-02
1.1900E-04,6.87383E-02
1.1910E-04,6.85039E-02
1.1920E-04,6.82305E-02
1.1930E-04,6.76055E-02
1.1940E-04,6.73555E-02
1.1950E-04,6.66367E-02
1.1960E-04,6.60117E-02
1.1970E-04,6.54258E-02
1.1980E-04,6.45273E-02
1.1990E-04,6.37930E-02
1.2000E-04,6.27695E-02
1.2010E-04,6.19414E-02
1.2020E-04,6.09727E-02
1.2030E-04,6.01680E-02
1.2040E-04,5.90039E-02
1.2050E-04,5.77070E-02
1.2060E-04,5.64805E-02
1.2070E-04,5.51445E-02
1.2080E-04,5.38398E-02
1.2090E-04,5.25820E-02
1.2100E-04,5.09883E-02
1.2110E-04,4.95039E-02
1.2120E-04,4.80430E-02
1.2130E-04,4.64414E-02
1.2140E-04,4.49180E-02
1.2150E-04,4.32852E-02
1.2160E-04,4.15430E-02
1.2170E-04,4.00195E-02
1.2180E-04,3.86602E-02
1.2190E-04,3.69102E-02
1.2200E-04,3.50508E-02
1.2210E-04,3.33008E-02
1.2220E-04,3.14570E-02
1.2230E-04,2.95664E-02
1.2240E-04,2.78711E-02
1.2250E-04,2.60117E-02
1.2260E-04,2.40664E-02
1.2270E-04,2.24414E-02
1.2280E-04,2.04023E-02
1.2290E-04,1.82852E-02
1.2300E-04,1.63164E-02
1.2310E-04,1.43555E-02
1.2320E-04,1.22617E-02
1.2330E-04,1.00586E-02
1.2340E-04,8.36328E-03
1.2350E-04,6.05859E-03
1.2360E-04,3.94141E-03
1.2370E-04,2.05859E-03
1.2380E-04,4.29687E-05
1.2390E-04,-2.15234E-03
1.2400E-04,-4.32422E-03
1.2410E-04,-6.23047E-03
1.2420E-04,-8.03516E-03
1.2430E-04,-1.01602E-02
1.2440E-04,-1.19648E-02
1.2450E-04,-1.37695E-02
1.2460E-04,-1.57148E-02
1.2470E-04,-1.76367E-02
1.2480E-04,-1.93867E-02
1.2490E-04,-2.09727E-02
1.2500E-04,-2.30977E-02
1.2510E-04,-2.46836E-02
1.2520E-04,-2.64727E-02
1.2530E-04,-2.80586E-02
1.2540E-04,-2.96836E-02
1.2550E-04,-3.13398E-02
1.2560E-04,-3.26914E-02
1.2570E-04,-3.44492E-02
1.2580E-04,-3.61445E-02
1.2590E-04,-3.72539E-02
1.2600E-04,-3.87773E-02
1.2610E-04,-4.01367E-02
1.2620E-04,-4.15430E-02
1.2630E-04,-4.28242E-02
1.2640E-04,-4.40664E-02
1.2650E-04,-4.51914E-02
1.2660E-04,-4.64805E-02
1.2670E-04,-4.71992E-02
1.2680E-04,-4.84023E-02
1.2690E-04,-4.92227E-02
1.2700E-04,-5.02539E-02
1.2710E-04,-5.11133E-02
1.2720E-04,-5.17617E-02
1.2730E-04,-5.25586E-02
1.2740E-04,-5.30742E-02
1.2750E-04,-5.37070E-02
1.2760E-04,-5.41758E-02
1.2770E-04,-5.47539E-02
1.2780E-04,-5.50742E-02
1.2790E-04,-5.56445E-02
1.2800E-04,-5.58789E-02
1.2810E-04,-5.62070E-02
1.2820E-04,-5.62148E-02
1.2830E-04,-5.63555E-02
1.2840E-04,-5.65352E-02
1.2850E-04,-5.63008E-02
1.2860E-04,-5.64492E-02
1.2870E-04,-5.64805E-02
1.2880E-04,-5.63555E-02
1.2890E-04,-5.60430E-02
1.2900E-04,-5.59961E-02
1.2910E-04,-5.56367E-02
1.2920E-04,-5.51133E-02
1.2930E-04,-5.47617E-02
1.2940E-04,-5.44883E-02
1.2950E-04,-5.40117E-02
1.2960E-04,-5.36289E-02
1.2970E-04,-5.28945E-02
1.2980E-04,-5.24258E-02
1.2990E-04,-5.15898E-02
1.3000E-04,-5.10586E-02
1.3010E-04,-5.04102E-02
1.3020E-04,-4.97305E-02
1.3030E-04,-4.88242E-02
1.3040E-04,-4.79258E-02
1.3050E-04,-4.68633E-02
1.3060E-04,-4.59961E-02
1.3070E-04,-4.50195E-02
1.3080E-04,-4.39023E-02
1.3090E-04,-4.28242E-02
1.3100E-04,-4.15586E-02
1.3110E-04,-4.04648E-02
1.3120E-04,-3.93477E-02
1.3130E-04,-3.81836E-02
1.3140E-04,-3.68242E-02
1.3150E-04,-3.55977E-02
1.3160E-04,-3.38867E-02
1.3170E-04,-3.26133E-02
1.3180E-04,-3.12227E-02
1.3190E-04,-2.98242E-02
1.3200E-04,-2.83398E-02
1.3210E-04,-2.71055E-02
1.3220E-04,-2.54258E-02
1.3230E-04,-2.40898E-02
1.3240E-04,-2.24883E-02
1.3250E-04,-2.09961E-02
1.3260E-04,-1.94258E-02
1.3270E-04,-1.78633E-02
1.3280E-04,-1.61289E-02
1.3290E-04,-1.46445E-02
1.3300E-04,-1.29102E-02
1.3310E-04,-1.11602E-02
1.3320E-04,-9.55078E-03
1.3330E-04,-7.85547E-03
1.3340E-04,-6.42578E-03
1.3350E-04,-4.82422E-03
1.3360E-04,-3.22266E-03
1.3370E-04,-1.73047E-03
1.3380E-04,-2.30469E-04
1.3390E-04,1.44922E-03
1.3400E-04,2.99609E-03
1.3410E-04,4.48047E-03
1.3420E-04,5.99609E-03
1.3430E-04,7.46484E-03
1.3440E-04,8.81641E-03
1.3450E-04,1.05117E-02
1.3460E-04,1.16445E-02
1.3470E-04,1.31758E-02
1.3480E-04,1.43867E-02
1.3490E-04,1.56211E-02
1.3500E-04,1.71914E-02
1.3510E-04,1.83633E-02
1.3520E-04,1.97930E-02
1.3530E-04,2.10742E-02
1.3540E-04,2.23633E-02
1.3550E-04,2.33867E-02
1.3560E-04,2.44492E-02
1.3570E-04,2.55820E-02
1.3580E-04,2.66992E-02
1.3590E-04,2.74883E-02
1.3600E-04,2.85117E-02
1.3610E-04,2.94805E-02
1.3620E-04,3.04805E-02
1.3630E-04,3.16289E-02
1.3640E-04,3.24180E-02
1.3650E-04,3.33711E-02
1.3660E-04,3.41289E-02
1.3670E-04,3.50977E-02
1.3680E-04,3.59023E-02
1.3690E-04,3.64570E-02
1.3700E-04,3.72617E-02
1.3710E-04,3.80039E-02
1.3720E-04,3.86367E-02
1.3730E-04,3.92539E-02
1.3740E-04,3.95742E-02
1.3750E-04,4.00664E-02
1.3760E-04,4.06914E-02
1.3770E-04,4.09414E-02
1.3780E-04,4.12070E-02
1.3790E-04,4.16836E-02
1.3800E-04,4.20508E-02
1.3810E-04,4.20352E-02
1.3820E-04,4.23320E-02
1.3830E-04,4.26602E-02
1.3840E-04,4.24883E-02
1.3850E-04,4.26758E-02
1.3860E-04,4.27070E-02
1.3870E-04,4.29805E-02
1.3880E-04,4.25273E-02
1.3890E-04,4.24258E-02
1.3900E-04,4.21445E-02
1.3910E-04,4.19258E-02
1.3920E-04,4.17695E-02
1.3930E-04,4.14570E-02
1.3940E-04,4.13242E-02
1.3950E-04,4.08242E-02
1.3960E-04,4.03789E-02
1.3970E-04,3.98086E-02
1.3980E-04,3.96367E-02
1.3990E-04,3.90586E-02
1.4000E-04,3.87852E-02
1.4010E-04,3.83008E-02
1.4020E-04,3.78242E-02
1.4030E-04,3.70898E-02
1.4040E-04,3.65586E-02
1.4050E-04,3.59336E-02
1.4060E-04,3.50195E-02
1.4070E-04,3.44648E-02
1.4080E-04,3.39570E-02
1.4090E-04,3.28789E-02
1.4100E-04,3.19883E-02
1.4110E-04,3.11367E-02
1.4120E-04,3.02773E-02
1.4130E-04,2.93477E-02
1.4140E-04,2.83555E-02
1.4150E-04,2.75039E-02
1.4160E-04,2.64023E-02
1.4170E-04,2.55508E-02
1.4180E-04,2.44492E-02
1.4190E-04,2.34258E-02
1.4200E-04,2.23477E-02
1.4210E-04,2.11992E-02
1.4220E-04,1.99023E-02
1.4230E-04,1.87227E-02
1.4240E-04,1.75820E-02
1.4250E-04,1.63555E-02
1.4260E-04,1.51523E-02
1.4270E-04,1.41602E-02
1.4280E-04,1.30430E-02
1.4290E-04,1.19883E-02
1.4300E-04,1.07148E-02
1.4310E-04,9.58203E-03
1.4320E-04,8.46484E-03
1.4330E-04,7.18359E-03
1.4340E-04,6.10547E-03
1.4350E-04,4.97266E-03
1.4360E-04,3.85547E-03
1.4370E-04,2.88672E-03
1.4380E-04,1.69922E-03
1.4390E-04,3.00781E-04
1.4400E-04,-5.58594E-04
1.4410E-04,-1.81641E-03
1.4420E-04,-3.03516E-03
1.4430E-04,-4.25391E-03
1.4440E-04,-5.41016E-03
1.4450E-04,-6.50391E-03
1.4460E-04,-7.67578E-03
1.4470E-04,-8.51172E-03
1.4480E-04,-9.82422E-03
1.4490E-04,-1.08477E-02
1.4500E-04,-1.20820E-02
1.4510E-04,-1.26445E-02
1.4520E-04,-1.37695E-02
1.4530E-04,-1.45820E-02
1.4540E-04,-1.56992E-02
1.4550E-04,-1.65430E-02
1.4560E-04,-1.77070E-02
1.4570E-04,-1.81445E-02
1.4580E-04,-1.89883E-02
1.4590E-04,-1.98477E-02
1.4600E-04,-2.06445E-02
1.4610E-04,-2.14727E-02
1.4620E-04,-2.19648E-02
1.4630E-04,-2.29961E-02
1.4640E-04,-2.37070E-02
1.4650E-04,-2.42305E-02
1.4660E-04,-2.48945E-02
1.4670E-04,-2.55273E-02
1.4680E-04,-2.61055E-02
1.4690E-04,-2.67305E-02
1.4700E-04,-2.72617E-02
1.4710E-04,-2.75820E-02
1.4720E-04,-2.83242E-02
1.4730E-04,-2.84961E-02
1.4740E-04,-2.90039E-02
1.4750E-04,-2.92305E-02
1.4760E-04,-2.95430E-02
1.4770E-04,-2.95742E-02
1.4780E-04,-3.01367E-02
1.4790E-04,-3.01914E-02
1.4800E-04,-3.05586E-02
1.4810E-04,-3.05195E-02
1.4820E-04,-3.05898E-02
1.4830E-04,-3.07695E-02
1.4840E-04,-3.06836E-02
1.4850E-04,-3.07773E-02
1.4860E-04,-3.08945E-02
1.4870E-04,-3.05742E-02
1.4880E-04,-3.04336E-02
1.4890E-04,-3.05273E-02
1.4900E-04,-3.03086E-02
1.4910E-04,-3.02461E-02
1.4920E-04,-3.02227E-02
1.4930E-04,-2.99648E-02
1.4940E-04,-2.97305E-02
1.4950E-04,-2.94414E-02
1.4960E-04,-2.91133E-02
1.4970E-04,-2.90273E-02
1.4980E-04,-2.85586E-02
1.4990E-04,-2.82383E-02
1.5000E-04,-2.77773E-02
1.5010E-04,-2.72930E-02
1.5020E-04,-2.69414E-02
1.5030E-04,-2.66133E-02
1.5040E-04,-2.60117E-02
1.5050E-04,-2.55508E-02
1.5060E-04,-2.50352E-02
1.5070E-04,-2.44961E-02
1.5080E-04,-2.40039E-02
1.5090E-04,-2.34414E-02
1.5100E-04,-2.29883E-02
1.5110E-04,-2.22930E-02
1.5120E-04,-2.15898E-02
1.5130E-04,-2.07617E-02
1.5140E-04,-2.00977E-02
1.5150E-04,-1.92148E-02
1.5160E-04,-1.85977E-02
1.5170E-04,-1.77695E-02
1.5180E-04,-1.71523E-02
1.5190E-04,-1.63711E-02
1.5200E-04,-1.58477E-02
1.5210E-04,-1.47852E-02
1.5220E-04,-1.41133E-02
1.5230E-04,-1.31914E-02
1.5240E-04,-1.24023E-02
1.5250E-04,-1.12617E-02
1.5260E-04,-1.07461E-02
1.5270E-04,-9.84766E-03
1.5280E-04,-9.17578E-03
1.5290E-04,-7.98828E-03
1.5300E-04,-7.21484E-03
1.5310E-04,-6.23047E-03
1.5320E-04,-5.52734E-03
1.5330E-04,-4.74609E-03
1.5340E-04,-3.59766E-03
1.5350E-04,-2.76172E-03
1.5360E-04,-1.83203E-03
1.5370E-04,-7.61719E-04
1.5380E-04,-5.85938E-05
1.5390E-04,7.14844E-04
1.5400E-04,2.00391E-03
1.5410E-04,2.44922E-03
1.5420E-04,3.50391E-03
1.5430E-04,4.19922E-03
1.5440E-04,5.26172E-03
1.5450E-04,5.93359E-03
1.5460E-04,6.67578E-03
1.5470E-04,7.57422E-03
1.5480E-04,8.26172E-03
1.5490E-04,8.82422E-03
1.5500E-04,9.69141E-03
1.5510E-04,1.02930E-02
1.5520E-04,1.08789E-02
1.5530E-04,1.18555E-02
1.5540E-04,1.23945E-02
1.5550E-04,1.30664E-02
1.5560E-04,1.35664E-02
1.5570E-04,1.43320E-02
1.5580E-04,1.50117E-02
1.5590E-04,1.53320E-02
1.5600E-04,1.59961E-02
1.5610E-04,1.65586E-02
1.5620E-04,1.71211E-02
1.5630E-04,1.75352E-02
1.5640E-04,1.83242E-02
1.5650E-04,1.86836E-02
1.5660E-04,1.92852E-02
1.5670E-04,1.94180E-02
1.5680E-04,2.00273E-02
1.5690E-04,2.04805E-02
1.5700E-04,2.06055E-02
1.5710E-04,2.10820E-02
1.5720E-04,2.15508E-02
1.5730E-04,2.16445E-02
1.5740E-04,2.20586E-02
1.5750E-04,2.21289E-02
1.5760E-04,2.23477E-02
1.5770E-04,2.25898E-02
1.5780E-04,2.26992E-02
1.5790E-04,2.26523E-02
1.5800E-04,2.30508E-02
1.5810E-04,2.28945E-02
1.5820E-04,2.32305E-02
1.5830E-04,2.31602E-02
1.5840E-04,2.31914E-02
1.5850E-04,2.32852E-02
1.5860E-04,2.32305E-02
1.5870E-04,2.31836E-02
1.5880E-04,2.31445E-02
1.5890E-04,2.33164E-02
1.5900E-04,2.29805E-02
1.5910E-04,2.29023E-02
1.5920E-04,2.28398E-02
1.5930E-04,2.27930E-02
1.5940E-04,2.25898E-02
1.5950E-04,2.23477E-02
1.5960E-04,2.21523E-02
1.5970E-04,2.18164E-02
1.5980E-04,2.16055E-02
1.5990E-04,2.10117E-02
1.6000E-04,2.07930E-02
1.6010E-04,2.05898E-02
1.6020E-04,2.02539E-02
1.6030E-04,1.98867E-02
1.6040E-04,1.95820E-02
1.6050E-04,1.91758E-02
1.6060E-04,1.85430E-02
1.6070E-04,1.82227E-02
1.6080E-04,1.77617E-02
1.6090E-04,1.73711E-02
1.6100E-04,1.67617E-02
1.6110E-04,1.63789E-02
1.6120E-04,1.58711E-02
1.6130E-04,1.53320E-02
1.6140E-04,1.47070E-02
1.6150E-04,1.42852E-02
1.6160E-04,1.35195E-02
1.6170E-04,1.29648E-02
1.6180E-04,1.24805E-02
1.6190E-04,1.21602E-02
1.6200E-04,1.15273E-02
1.6210E-04,1.09883E-02
1.6220E-04,1.05977E-02
1.6230E-04,1.00117E-02
1.6240E-04,9.44141E-03
1.6250E-04,8.98047E-03
1.6260E-04,8.42578E-03
1.6270E-04,7.51953E-03
1.6280E-04,7.23828E-03
1.6290E-04,6.67578E-03
1.6300E-04,5.83203E-03
1.6310E-04,5.32422E-03
1.6320E-04,4.68359E-03
1.6330E-04,4.26953E-03
1.6340E-04,3.30859E-03
1.6350E-04,2.89453E-03
1.6360E-04,2.16797E-03
1.6370E-04,1.28516E-03
1.6380E-04,7.14844E-04
1.6390E-04,-1.05469E-04
1.6400E-04,-6.60156E-04
1.6410E-04,-1.19141E-03
1.6420E-04,-1.95703E-03
1.6430E-04,-2.53516E-03
1.6440E-04,-3.13672E-03
1.6450E-04,-3.79297E-03
1.6460E-04,-4.33203E-03
1.6470E-04,-5.02734E-03
1.6480E-04,-5.77734E-03
1.6490E-04,-6.30078E-03
1.6500E-04,-6.60547E-03
1.6510E-04,-7.31641E-03
1.6520E-04,-7.83984E-03
1.6530E-04,-8.40234E-03
1.6540E-04,-8.96484E-03
1.6550E-04,-9.53516E-03
1.6560E-04,-9.99609E-03
1.6570E-04,-1.03008E-02
1.6580E-04,-1.07070E-02
1.6590E-04,-1.11680E-02
1.6600E-04,-1.14883E-02
1.6610E-04,-1.19102E-02
1.6620E-04,-1.19570E-02
1.6630E-04,-1.26836E-02
1.6640E-04,-1.29180E-02
1.6650E-04,-1.33008E-02
1.6660E-04,-1.35195E-02
1.6670E-04,-1.39727E-02
1.6680E-04,-1.41992E-02
1.6690E-04,-1.46133E-02
1.6700E-04,-1.52539E-02
1.6710E-04,-1.52539E-02
1.6720E-04,-1.56367E-02
1.6730E-04,-1.58555E-02
1.6740E-04,-1.61523E-02
1.6750E-04,-1.61992E-02
1.6760E-04,-1.64414E-02
1.6770E-04,-1.66758E-02
1.6780E-04,-1.67617E-02
1.6790E-04,-1.67852E-02
1.6800E-04,-1.67930E-02
1.6810E-04,-1.70977E-02
1.6820E-04,-1.68164E-02
1.6830E-04,-1.69414E-02
1.6840E-04,-1.70352E-02
1.6850E-04,-1.70117E-02
1.6860E-04,-1.70430E-02
1.6870E-04,-1.70508E-02
1.6880E-04,-1.68945E-02
1.6890E-04,-1.69414E-02
1.6900E-04,-1.67148E-02
1.6910E-04,-1.66445E-02
1.6920E-04,-1.66055E-02
1.6930E-04,-1.67695E-02
1.6940E-04,-1.66914E-02
1.6950E-04,-1.66445E-02
1.6960E-04,-1.65117E-02
1.6970E-04,-1.63711E-02
1.6980E-04,-1.62617E-02
1.6990E-04,-1.62930E-02
1.7000E-04,-1.58555E-02
1.7010E-04,-1.59102E-02
1.7020E-04,-1.57461E-02
1.7030E-04,-1.56055E-02
1.7040E-04,-1.54258E-02
1.7050E-04,-1.53086E-02
1.7060E-04,-1.48633E-02
1.7070E-04,-1.48555E-02
1.7080E-04,-1.44805E-02
1.7090E-04,-1.43711E-02
1.7100E-04,-1.38477E-02
1.7110E-04,-1.36602E-02
1.7120E-04,-1.32852E-02
1.7130E-04,-1.32305E-02
1.7140E-04,-1.29805E-02
1.7150E-04,-1.25039E-02
1.7160E-04,-1.24570E-02
1.7170E-04,-1.18555E-02
1.7180E-04,-1.16523E-02
1.7190E-04,-1.13320E-02
1.7200E-04,-1.09414E-02
1.7210E-04,-1.09492E-02
1.7220E-04,-1.03867E-02
1.7230E-04,-1.01133E-02
1.7240E-04,-9.70703E-03
1.7250E-04,-9.35547E-03
1.7260E-04,-8.97266E-03
1.7270E-04,-8.73047E-03
1.7280E-04,-8.08203E-03
1.7290E-04,-7.75391E-03
1.7300E-04,-7.29297E-03
1.7310E-04,-7.04297E-03
1.7320E-04,-6.60547E-03
1.7330E-04,-6.02734E-03
1.7340E-04,-5.91797E-03
1.7350E-04,-5.44141E-03
1.7360E-04,-5.01953E-03
1.7370E-04,-4.85547E-03
1.7380E-04,-4.19141E-03
1.7390E-04,-3.87109E-03
1.7400E-04,-3.44922E-03
1.7410E-04,-2.94141E-03
1.7420E-04,-2.78516E-03
1.7430E-04,-2.29297E-03
1.7440E-04,-1.77734E-03
1.7450E-04,-1.47266E-03
1.7460E-04,-1.16797E-03
1.7470E-04,-6.13281E-04
1.7480E-04,-8.98438E-05
1.7490E-04,3.90625E-06
1.7500E-04,7.38281E-04
1.7510E-04,1.31641E-03
1.7520E-04,1.83203E-03
1.7530E-04,1.91016E-03
1.7540E-04,2.33984E-03
1.7550E-04,2.87109E-03
1.7560E-04,3.25391E-03
1.7570E-04,3.70703E-03
1.7580E-04,4.05859E-03
1.7590E-04,4.37109E-03
1.7600E-04,4.69141E-03
1.7610E-04,5.07422E-03
1.7620E-04,5.50391E-03
1.7630E-04,5.92578E-03
1.7640E-04,6.04297E-03
1.7650E-04,6.44922E-03
1.7660E-04,6.63672E-03
1.7670E-04,6.86328E-03
1.7680E-04,6.98828E-03
1.7690E-04,7.32422E-03
1.7700E-04,7.58984E-03
1.7710E-04,7.66016E-03
1.7720E-04,8.05078E-03
1.7730E-04,8.12109E-03
1.7740E-04,8.22266E-03
1.7750E-04,8.50391E-03
1.7760E-04,8.80859E-03
1.7770E-04,9.08203E-03
1.7780E-04,9.09766E-03
1.7790E-04,9.19141E-03
1.7800E-04,9.48828E-03
1.7810E-04,9.52734E-03
1.7820E-04,9.68359E-03
1.7830E-04,9.91016E-03
1.7840E-04,9.79297E-03
1.7850E-04,1.00742E-02
1.7860E-04,1.01445E-02
1.7870E-04,1.01211E-02
1.7880E-04,1.01289E-02
1.7890E-04,1.02148E-02
1.7900E-04,1.02305E-02
1.7910E-04,1.00820E-02
1.7920E-04,1.01445E-02
1.7930E-04,1.01289E-02
1.7940E-04,1.00508E-02
1.7950E-04,1.01914E-02
1.7960E-04,1.01602E-02
1.7970E-04,1.01211E-02
1.7980E-04,9.80859E-03
1.7990E-04,9.97266E-03
1.8000E-04,9.98828E-03
1.8010E-04,9.87109E-03
1.8020E-04,9.90234E-03
1.8030E-04,9.69141E-03
1.8040E-04,9.58984E-03
1.8050E-04,9.62891E-03
1.8060E-04,9.62109E-03
1.8070E-04,9.47266E-03
1.8080E-04,9.34766E-03
1.8090E-04,9.26953E-03
1.8100E-04,8.96484E-03
1.8110E-04,8.91016E-03
1.8120E-04,8.82422E-03
1.8130E-04,8.61328E-03
1.8140E-04,8.36328E-03
1.8150E-04,8.27734E-03
1.8160E-04,8.14453E-03
1.8170E-04,8.05078E-03
1.8180E-04,7.68359E-03
1.8190E-04,7.72266E-03
1.8200E-04,7.39453E-03
1.8210E-04,7.23047E-03
1.8220E-04,6.94922E-03
1.8230E-04,6.94922E-03
1.8240E-04,6.79297E-03
1.8250E-04,6.63672E-03
1.8260E-04,6.25391E-03
1.8270E-04,6.08984E-03
1.8280E-04,5.85547E-03
1.8290E-04,5.63672E-03
1.8300E-04,5.56641E-03
1.8310E-04,5.35547E-03
1.8320E-04,5.03516E-03
