[s],CH3[V]
7.6800E-05,-1.32434E-01
7.6900E-05,-1.32207E-01
7.7000E-05,-1.31559E-01
7.7100E-05,-1.31113E-01
7.7200E-05,-1.30293E-01
7.7300E-05,-1.29480E-01
7.7400E-05,-1.28332E-01
7.7500E-05,-1.27137E-01
7.7600E-05,-1.25598E-01
7.7700E-05,-1.24152E-01
7.7800E-05,-1.22309E-01
7.7900E-05,-1.20270E-01
7.8000E-05,-1.18473E-01
7.8100E-05,-1.16074E-01
7.8200E-05,-1.13543E-01
7.8300E-05,-1.11059E-01
7.8400E-05,-1.08207E-01
7.8500E-05,-1.05504E-01
7.8600E-05,-1.02512E-01
7.8700E-05,-9.91992E-02
7.8800E-05,-9.58555E-02
7.8900E-05,-9.25664E-02
7.9000E-05,-8.86445E-02
7.9100E-05,-8.52305E-02
7.9200E-05,-8.15430E-02
7.9300E-05,-7.76445E-02
7.9400E-05,-7.35977E-02
7.9500E-05,-6.95977E-02
7.9600E-05,-6.53555E-02
7.9700E-05,-6.09258E-02
7.9800E-05,-5.67695E-02
7.9900E-05,-5.23398E-02
8.0000E-05,-4.78555E-02
8.0100E-05,-4.30898E-02
8.0200E-05,-3.86680E-02
8.0300E-05,-3.39570E-02
8.0400E-05,-2.91602E-02
8.0500E-05,-2.47617E-02
8.0600E-05,-2.00977E-02
8.0700E-05,-1.55352E-02
8.0800E-05,-1.08867E-02
8.0900E-05,-6.45703E-03
8.1000E-05,-1.75391E-03
8.1100E-05,2.76172E-03
8.1200E-05,7.60547E-03
8.1300E-05,1.18867E-02
8.1400E-05,1.68477E-02
8.1500E-05,2.11836E-02
8.1600E-05,2.58398E-02
8.1700E-05,3.02695E-02
8.1800E-05,3.46055E-02
8.1900E-05,3.88633E-02
8.2000E-05,4.33008E-02
8.2100E-05,4.75898E-02
8.2200E-05,5.17773E-02
8.2300E-05,5.60195E-02
8.2400E-05,5.98477E-02
8.2500E-05,6.39336E-02
8.2600E-05,6.76836E-02
8.2700E-05,7.13633E-02
8.2800E-05,7.48867E-02
8.2900E-05,7.83242E-02
8.3000E-05,8.17930E-02
8.3100E-05,8.47695E-02
8.3200E-05,8.81836E-02
8.3300E-05,9.08398E-02
8.3400E-05,9.37695E-02
8.3500E-05,9.63320E-02
8.3600E-05,9.89492E-02
8.3700E-05,1.01199E-01
8.3800E-05,1.03457E-01
8.3900E-05,1.05512E-01
8.4000E-05,1.07410E-01
8.4100E-05,1.09270E-01
8.4200E-05,1.10895E-01
8.4300E-05,1.12730E-01
8.4400E-05,1.13887E-01
8.4500E-05,1.14902E-01
8.4600E-05,1.15965E-01
8.4700E-05,1.16840E-01
8.4800E-05,1.17480E-01
8.4900E-05,1.18137E-01
8.5000E-05,1.18566E-01
8.5100E-05,1.18715E-01
8.5200E-05,1.18895E-01
8.5300E-05,1.18699E-01
8.5400E-05,1.18684E-01
8.5500E-05,1.18152E-01
8.5600E-05,1.17621E-01
8.5700E-05,1.16699E-01
8.5800E-05,1.15996E-01
8.5900E-05,1.14941E-01
8.6000E-05,1.13777E-01
8.6100E-05,1.12309E-01
8.6200E-05,1.10855E-01
8.6300E-05,1.09301E-01
8.6400E-05,1.07605E-01
8.6500E-05,1.05707E-01
8.6600E-05,1.03520E-01
8.6700E-05,1.01316E-01
8.6800E-05,9.89648E-02
8.6900E-05,9.65664E-02
8.7000E-05,9.40898E-02
8.7100E-05,9.14023E-02
8.7200E-05,8.85508E-02
8.7300E-05,8.54727E-02
8.7400E-05,8.25117E-02
8.7500E-05,7.91836E-02
8.7600E-05,7.60195E-02
8.7700E-05,7.27852E-02
8.7800E-05,6.90742E-02
8.7900E-05,6.56992E-02
8.8000E-05,6.22539E-02
8.8100E-05,5.83320E-02
8.8200E-05,5.46367E-02
8.8300E-05,5.07539E-02
8.8400E-05,4.69023E-02
8.8500E-05,4.27461E-02
8.8600E-05,3.86133E-02
8.8700E-05,3.47070E-02
8.8800E-05,3.05898E-02
8.8900E-05,2.65273E-02
8.9000E-05,2.21680E-02
8.9100E-05,1.81445E-02
8.9200E-05,1.38555E-02
8.9300E-05,9.77734E-03
8.9400E-05,5.88672E-03
8.9500E-05,1.63672E-03
8.9600E-05,-2.62891E-03
8.9700E-05,-6.45703E-03
8.9800E-05,-1.05898E-02
8.9900E-05,-1.45273E-02
9.0000E-05,-1.83164E-02
9.0100E-05,-2.25039E-02
9.0200E-05,-2.61211E-02
9.0300E-05,-3.00273E-02
9.0400E-05,-3.40117E-02
9.0500E-05,-3.77383E-02
9.0600E-05,-4.14570E-02
9.0700E-05,-4.51211E-02
9.0800E-05,-4.90898E-02
9.0900E-05,-5.27070E-02
9.1000E-05,-5.59570E-02
9.1100E-05,-5.94805E-02
9.1200E-05,-6.27539E-02
9.1300E-05,-6.61133E-02
9.1400E-05,-6.88633E-02
9.1500E-05,-7.18867E-02
9.1600E-05,-7.50117E-02
9.1700E-05,-7.72305E-02
9.1800E-05,-7.99727E-02
9.1900E-05,-8.25898E-02
9.2000E-05,-8.50586E-02
9.2100E-05,-8.71367E-02
9.2200E-05,-8.92539E-02
9.2300E-05,-9.12852E-02
9.2400E-05,-9.31133E-02
9.2500E-05,-9.49805E-02
9.2600E-05,-9.66523E-02
9.2700E-05,-9.81914E-02
9.2800E-05,-9.95664E-02
9.2900E-05,-1.00691E-01
9.3000E-05,-1.01832E-01
9.3100E-05,-1.02707E-01
9.3200E-05,-1.03379E-01
9.3300E-05,-1.04074E-01
9.3400E-05,-1.04871E-01
9.3500E-05,-1.05066E-01
9.3600E-05,-1.05199E-01
9.3700E-05,-1.05262E-01
9.3800E-05,-1.05176E-01
9.3900E-05,-1.04965E-01
9.4000E-05,-1.04324E-01
9.4100E-05,-1.03871E-01
9.4200E-05,-1.03309E-01
9.4300E-05,-1.02496E-01
9.4400E-05,-1.01605E-01
9.4500E-05,-1.00434E-01
9.4600E-05,-9.91836E-02
9.4700E-05,-9.76523E-02
9.4800E-05,-9.64023E-02
9.4900E-05,-9.46602E-02
9.5000E-05,-9.27539E-02
9.5100E-05,-9.07930E-02
9.5200E-05,-8.90977E-02
9.5300E-05,-8.66758E-02
9.5400E-05,-8.47070E-02
9.5500E-05,-8.24727E-02
9.5600E-05,-7.98633E-02
9.5700E-05,-7.75273E-02
9.5800E-05,-7.50039E-02
9.5900E-05,-7.23477E-02
9.6000E-05,-6.94023E-02
9.6100E-05,-6.64336E-02
9.6200E-05,-6.35195E-02
9.6300E-05,-6.04102E-02
9.6400E-05,-5.73008E-02
9.6500E-05,-5.40352E-02
9.6600E-05,-5.06523E-02
9.6700E-05,-4.72695E-02
9.6800E-05,-4.38555E-02
9.6900E-05,-4.02148E-02
9.7000E-05,-3.68086E-02
9.7100E-05,-3.32461E-02
9.7200E-05,-2.94414E-02
9.7300E-05,-2.59727E-02
9.7400E-05,-2.23242E-02
9.7500E-05,-1.87383E-02
9.7600E-05,-1.52852E-02
9.7700E-05,-1.16055E-02
9.7800E-05,-7.88672E-03
9.7900E-05,-4.38672E-03
9.8000E-05,-7.38281E-04
9.8100E-05,2.91016E-03
9.8200E-05,6.42578E-03
9.8300E-05,1.00586E-02
9.8400E-05,1.36133E-02
9.8500E-05,1.71992E-02
9.8600E-05,2.09648E-02
9.8700E-05,2.41992E-02
9.8800E-05,2.77305E-02
9.8900E-05,3.10664E-02
9.9000E-05,3.44492E-02
9.9100E-05,3.77227E-02
9.9200E-05,4.09492E-02
9.9300E-05,4.40273E-02
9.9400E-05,4.72539E-02
9.9500E-05,5.00508E-02
9.9600E-05,5.31211E-02
9.9700E-05,5.60820E-02
9.9800E-05,5.88086E-02
9.9900E-05,6.12695E-02
1.0000E-04,6.38086E-02
1.0010E-04,6.61992E-02
1.0020E-04,6.84727E-02
1.0030E-04,7.08398E-02
1.0040E-04,7.29258E-02
1.0050E-04,7.51367E-02
1.0060E-04,7.69492E-02
1.0070E-04,7.87461E-02
1.0080E-04,8.06602E-02
1.0090E-04,8.21836E-02
1.0100E-04,8.37070E-02
1.0110E-04,8.51680E-02
1.0120E-04,8.62461E-02
1.0130E-04,8.74648E-02
1.0140E-04,8.84336E-02
1.0150E-04,8.94336E-02
1.0160E-04,8.98711E-02
1.0170E-04,9.06445E-02
1.0180E-04,9.09492E-02
1.0190E-04,9.15195E-02
1.0200E-04,9.15195E-02
1.0210E-04,9.16680E-02
1.0220E-04,9.18477E-02
1.0230E-04,9.15586E-02
1.0240E-04,9.12148E-02
1.0250E-04,9.09570E-02
1.0260E-04,9.02852E-02
1.0270E-04,8.96992E-02
1.0280E-04,8.89961E-02
1.0290E-04,8.78633E-02
1.0300E-04,8.67930E-02
1.0310E-04,8.57148E-02
1.0320E-04,8.45195E-02
1.0330E-04,8.32148E-02
1.0340E-04,8.16836E-02
1.0350E-04,7.96914E-02
1.0360E-04,7.83398E-02
1.0370E-04,7.64492E-02
1.0380E-04,7.45430E-02
1.0390E-04,7.24648E-02
1.0400E-04,7.04648E-02
1.0410E-04,6.84023E-02
1.0420E-04,6.61680E-02
1.0430E-04,6.38320E-02
1.0440E-04,6.11523E-02
1.0450E-04,5.85508E-02
1.0460E-04,5.58711E-02
1.0470E-04,5.32930E-02
1.0480E-04,5.08008E-02
1.0490E-04,4.78398E-02
1.0500E-04,4.46758E-02
1.0510E-04,4.17070E-02
1.0520E-04,3.87617E-02
1.0530E-04,3.58320E-02
1.0540E-04,3.26680E-02
1.0550E-04,2.96367E-02
1.0560E-04,2.63555E-02
1.0570E-04,2.35039E-02
1.0580E-04,2.03008E-02
1.0590E-04,1.68711E-02
1.0600E-04,1.36836E-02
1.0610E-04,1.03555E-02
1.0620E-04,7.06641E-03
1.0630E-04,3.91016E-03
1.0640E-04,8.78906E-04
1.0650E-04,-2.31641E-03
1.0660E-04,-5.59766E-03
1.0670E-04,-8.58203E-03
1.0680E-04,-1.14492E-02
1.0690E-04,-1.45039E-02
1.0700E-04,-1.75664E-02
1.0710E-04,-2.06367E-02
1.0720E-04,-2.34805E-02
1.0730E-04,-2.65195E-02
1.0740E-04,-2.91602E-02
1.0750E-04,-3.18633E-02
1.0760E-04,-3.51055E-02
1.0770E-04,-3.77852E-02
1.0780E-04,-4.04180E-02
1.0790E-04,-4.31289E-02
1.0800E-04,-4.58398E-02
1.0810E-04,-4.85352E-02
1.0820E-04,-5.09102E-02
1.0830E-04,-5.33633E-02
1.0840E-04,-5.56836E-02
1.0850E-04,-5.76211E-02
1.0860E-04,-6.01289E-02
1.0870E-04,-6.20195E-02
1.0880E-04,-6.39570E-02
1.0890E-04,-6.59336E-02
1.0900E-04,-6.79648E-02
1.0910E-04,-6.94883E-02
1.0920E-04,-7.10742E-02
1.0930E-04,-7.25508E-02
1.0940E-04,-7.40977E-02
1.0950E-04,-7.54258E-02
1.0960E-04,-7.65977E-02
1.0970E-04,-7.77383E-02
1.0980E-04,-7.85977E-02
1.0990E-04,-7.95117E-02
1.1000E-04,-8.00508E-02
1.1010E-04,-8.10352E-02
1.1020E-04,-8.14961E-02
1.1030E-04,-8.18242E-02
1.1040E-04,-8.22930E-02
1.1050E-04,-8.23633E-02
1.1060E-04,-8.25586E-02
1.1070E-04,-8.25508E-02
1.1080E-04,-8.24336E-02
1.1090E-04,-8.21602E-02
1.1100E-04,-8.19492E-02
1.1110E-04,-8.13477E-02
1.1120E-04,-8.06602E-02
1.1130E-04,-8.00508E-02
1.1140E-04,-7.93242E-02
1.1150E-04,-7.85430E-02
1.1160E-04,-7.72930E-02
1.1170E-04,-7.62227E-02
1.1180E-04,-7.50508E-02
1.1190E-04,-7.35742E-02
1.1200E-04,-7.23633E-02
1.1210E-04,-7.10742E-02
1.1220E-04,-6.92695E-02
1.1230E-04,-6.76992E-02
1.1240E-04,-6.58555E-02
1.1250E-04,-6.41211E-02
1.1260E-04,-6.22227E-02
1.1270E-04,-6.01133E-02
1.1280E-04,-5.79414E-02
1.1290E-04,-5.59883E-02
1.1300E-04,-5.38398E-02
1.1310E-04,-5.16367E-02
1.1320E-04,-4.91367E-02
1.1330E-04,-4.67617E-02
1.1340E-04,-4.44102E-02
1.1350E-04,-4.18477E-02
1.1360E-04,-3.90508E-02
1.1370E-04,-3.64805E-02
1.1380E-04,-3.39805E-02
1.1390E-04,-3.12773E-02
1.1400E-04,-2.83555E-02
1.1410E-04,-2.59023E-02
1.1420E-04,-2.30352E-02
1.1430E-04,-2.03398E-02
1.1440E-04,-1.74258E-02
1.1450E-04,-1.46836E-02
1.1460E-04,-1.21133E-02
1.1470E-04,-9.15234E-03
1.1480E-04,-6.24609E-03
1.1490E-04,-3.62109E-03
1.1500E-04,-9.49219E-04
1.1510E-04,1.92578E-03
1.1520E-04,4.68359E-03
1.1530E-04,7.41016E-03
1.1540E-04,9.87109E-03
1.1550E-04,1.24023E-02
1.1560E-04,1.52383E-02
1.1570E-04,1.77695E-02
1.1580E-04,2.03398E-02
1.1590E-04,2.29883E-02
1.1600E-04,2.52695E-02
1.1610E-04,2.75586E-02
1.1620E-04,3.00273E-02
1.1630E-04,3.21680E-02
1.1640E-04,3.45195E-02
1.1650E-04,3.67227E-02
1.1660E-04,3.88711E-02
1.1670E-04,4.10586E-02
1.1680E-04,4.30117E-02
1.1690E-04,4.51602E-02
1.1700E-04,4.69336E-02
1.1710E-04,4.86914E-02
1.1720E-04,5.04258E-02
1.1730E-04,5.22930E-02
1.1740E-04,5.37852E-02
1.1750E-04,5.52383E-02
1.1760E-04,5.67852E-02
1.1770E-04,5.80898E-02
1.1780E-04,5.92461E-02
1.1790E-04,6.03398E-02
1.1800E-04,6.12539E-02
1.1810E-04,6.24961E-02
1.1820E-04,6.32383E-02
1.1830E-04,6.41445E-02
1.1840E-04,6.47773E-02
1.1850E-04,6.53555E-02
1.1860E-04,6.58711E-02
1.1870E-04,6.61680E-02
1.1880E-04,6.66133E-02
1.1890E-04,6.69336E-02
1.1900E-04,6.70977E-02
1.1910E-04,6.70664E-02
1.1920E-04,6.70273E-02
1.1930E-04,6.71914E-02
1.1940E-04,6.68398E-02
1.1950E-04,6.65195E-02
1.1960E-04,6.60430E-02
1.1970E-04,6.56055E-02
1.1980E-04,6.51133E-02
1.1990E-04,6.44570E-02
1.2000E-04,6.36680E-02
1.2010E-04,6.31211E-02
1.2020E-04,6.21680E-02
1.2030E-04,6.09492E-02
1.2040E-04,6.00352E-02
1.2050E-04,5.89727E-02
1.2060E-04,5.77539E-02
1.2070E-04,5.64336E-02
1.2080E-04,5.49883E-02
1.2090E-04,5.34805E-02
1.2100E-04,5.19180E-02
1.2110E-04,5.04414E-02
1.2120E-04,4.87305E-02
1.2130E-04,4.69258E-02
1.2140E-04,4.51211E-02
1.2150E-04,4.32617E-02
1.2160E-04,4.11914E-02
1.2170E-04,3.93867E-02
1.2180E-04,3.75586E-02
1.2190E-04,3.54570E-02
1.2200E-04,3.34102E-02
1.2210E-04,3.11445E-02
1.2220E-04,2.91367E-02
1.2230E-04,2.69961E-02
1.2240E-04,2.46055E-02
1.2250E-04,2.23867E-02
1.2260E-04,2.01289E-02
1.2270E-04,1.77383E-02
1.2280E-04,1.55664E-02
1.2290E-04,1.29961E-02
1.2300E-04,1.06836E-02
1.2310E-04,8.21484E-03
1.2320E-04,6.12891E-03
1.2330E-04,3.49609E-03
1.2340E-04,1.37891E-03
1.2350E-04,-9.17969E-04
1.2360E-04,-3.29297E-03
1.2370E-04,-5.55078E-03
1.2380E-04,-7.83203E-03
1.2390E-04,-9.92578E-03
1.2400E-04,-1.20352E-02
1.2410E-04,-1.43555E-02
1.2420E-04,-1.66133E-02
1.2430E-04,-1.87305E-02
1.2440E-04,-2.08008E-02
1.2450E-04,-2.30195E-02
1.2460E-04,-2.48945E-02
1.2470E-04,-2.66523E-02
1.2480E-04,-2.89648E-02
1.2490E-04,-3.09023E-02
1.2500E-04,-3.25977E-02
1.2510E-04,-3.47539E-02
1.2520E-04,-3.65195E-02
1.2530E-04,-3.83867E-02
1.2540E-04,-3.99570E-02
1.2550E-04,-4.16836E-02
1.2560E-04,-4.33711E-02
1.2570E-04,-4.48867E-02
1.2580E-04,-4.63867E-02
1.2590E-04,-4.74805E-02
1.2600E-04,-4.91602E-02
1.2610E-04,-5.02617E-02
1.2620E-04,-5.12305E-02
1.2630E-04,-5.23945E-02
1.2640E-04,-5.32930E-02
1.2650E-04,-5.41758E-02
1.2660E-04,-5.49727E-02
1.2670E-04,-5.55742E-02
1.2680E-04,-5.60977E-02
1.2690E-04,-5.67461E-02
1.2700E-04,-5.74961E-02
1.2710E-04,-5.76836E-02
1.2720E-04,-5.82773E-02
1.2730E-04,-5.85977E-02
1.2740E-04,-5.87383E-02
1.2750E-04,-5.88242E-02
1.2760E-04,-5.89180E-02
1.2770E-04,-5.90273E-02
1.2780E-04,-5.88477E-02
1.2790E-04,-5.85664E-02
1.2800E-04,-5.83633E-02
1.2810E-04,-5.79258E-02
1.2820E-04,-5.76758E-02
1.2830E-04,-5.70508E-02
1.2840E-04,-5.65352E-02
1.2850E-04,-5.55664E-02
1.2860E-04,-5.48945E-02
1.2870E-04,-5.41523E-02
1.2880E-04,-5.32773E-02
1.2890E-04,-5.24961E-02
1.2900E-04,-5.16367E-02
1.2910E-04,-5.03711E-02
1.2920E-04,-4.93477E-02
1.2930E-04,-4.81445E-02
1.2940E-04,-4.69727E-02
1.2950E-04,-4.56680E-02
1.2960E-04,-4.43789E-02
1.2970E-04,-4.31758E-02
1.2980E-04,-4.17539E-02
1.2990E-04,-4.02617E-02
1.3000E-04,-3.89727E-02
1.3010E-04,-3.74570E-02
1.3020E-04,-3.58008E-02
1.3030E-04,-3.41680E-02
1.3040E-04,-3.26367E-02
1.3050E-04,-3.06992E-02
1.3060E-04,-2.91445E-02
1.3070E-04,-2.74570E-02
1.3080E-04,-2.56055E-02
1.3090E-04,-2.36914E-02
1.3100E-04,-2.18320E-02
1.3110E-04,-2.02305E-02
1.3120E-04,-1.84570E-02
1.3130E-04,-1.63008E-02
1.3140E-04,-1.46055E-02
1.3150E-04,-1.28398E-02
1.3160E-04,-1.08164E-02
1.3170E-04,-9.11328E-03
1.3180E-04,-7.26953E-03
1.3190E-04,-5.19922E-03
1.3200E-04,-3.26953E-03
1.3210E-04,-1.26172E-03
1.3220E-04,4.41406E-04
1.3230E-04,2.44922E-03
1.3240E-04,3.99609E-03
1.3250E-04,6.14453E-03
1.3260E-04,8.03516E-03
1.3270E-04,9.62891E-03
1.3280E-04,1.16289E-02
1.3290E-04,1.31211E-02
1.3300E-04,1.50742E-02
1.3310E-04,1.67539E-02
1.3320E-04,1.85352E-02
1.3330E-04,2.01211E-02
1.3340E-04,2.16133E-02
1.3350E-04,2.33945E-02
1.3360E-04,2.47852E-02
1.3370E-04,2.63164E-02
1.3380E-04,2.74805E-02
1.3390E-04,2.89023E-02
1.3400E-04,3.02383E-02
1.3410E-04,3.13945E-02
1.3420E-04,3.24883E-02
1.3430E-04,3.39180E-02
1.3440E-04,3.48477E-02
1.3450E-04,3.57695E-02
1.3460E-04,3.68477E-02
1.3470E-04,3.74648E-02
1.3480E-04,3.84648E-02
1.3490E-04,3.92070E-02
1.3500E-04,3.98711E-02
1.3510E-04,4.03008E-02
1.3520E-04,4.10742E-02
1.3530E-04,4.15117E-02
1.3540E-04,4.18867E-02
1.3550E-04,4.19883E-02
1.3560E-04,4.24414E-02
1.3570E-04,4.26914E-02
1.3580E-04,4.29492E-02
1.3590E-04,4.29336E-02
1.3600E-04,4.32070E-02
1.3610E-04,4.30977E-02
1.3620E-04,4.30664E-02
1.3630E-04,4.28867E-02
1.3640E-04,4.29414E-02
1.3650E-04,4.24961E-02
1.3660E-04,4.23789E-02
1.3670E-04,4.21602E-02
1.3680E-04,4.16914E-02
1.3690E-04,4.12461E-02
1.3700E-04,4.07695E-02
1.3710E-04,4.01992E-02
1.3720E-04,3.94570E-02
1.3730E-04,3.87930E-02
1.3740E-04,3.80508E-02
1.3750E-04,3.73477E-02
1.3760E-04,3.64727E-02
1.3770E-04,3.55898E-02
1.3780E-04,3.45273E-02
1.3790E-04,3.37539E-02
1.3800E-04,3.24727E-02
1.3810E-04,3.14883E-02
1.3820E-04,3.03320E-02
1.3830E-04,2.92461E-02
1.3840E-04,2.79414E-02
1.3850E-04,2.69336E-02
1.3860E-04,2.55430E-02
1.3870E-04,2.43086E-02
1.3880E-04,2.28945E-02
1.3890E-04,2.16836E-02
1.3900E-04,2.01914E-02
1.3910E-04,1.86914E-02
1.3920E-04,1.72930E-02
1.3930E-04,1.59961E-02
1.3940E-04,1.42461E-02
1.3950E-04,1.27227E-02
1.3960E-04,1.14648E-02
1.3970E-04,9.87891E-03
1.3980E-04,8.44141E-03
1.3990E-04,7.08984E-03
1.4000E-04,5.33203E-03
1.4010E-04,3.91016E-03
1.4020E-04,2.33984E-03
1.4030E-04,8.78906E-04
1.4040E-04,-4.02344E-04
1.4050E-04,-1.83203E-03
1.4060E-04,-3.60547E-03
1.4070E-04,-4.72266E-03
1.4080E-04,-6.26172E-03
1.4090E-04,-7.60547E-03
1.4100E-04,-8.83984E-03
1.4110E-04,-1.04023E-02
1.4120E-04,-1.17148E-02
1.4130E-04,-1.28711E-02
1.4140E-04,-1.41055E-02
1.4150E-04,-1.53086E-02
1.4160E-04,-1.64414E-02
1.4170E-04,-1.76680E-02
1.4180E-04,-1.90117E-02
1.4190E-04,-2.01602E-02
1.4200E-04,-2.11523E-02
1.4210E-04,-2.24648E-02
1.4220E-04,-2.31992E-02
1.4230E-04,-2.43867E-02
1.4240E-04,-2.52695E-02
1.4250E-04,-2.60664E-02
1.4260E-04,-2.69570E-02
1.4270E-04,-2.79258E-02
1.4280E-04,-2.86836E-02
1.4290E-04,-2.92539E-02
1.4300E-04,-3.00977E-02
1.4310E-04,-3.08477E-02
1.4320E-04,-3.14492E-02
1.4330E-04,-3.19648E-02
1.4340E-04,-3.26367E-02
1.4350E-04,-3.30898E-02
1.4360E-04,-3.36914E-02
1.4370E-04,-3.40117E-02
1.4380E-04,-3.44648E-02
1.4390E-04,-3.48242E-02
1.4400E-04,-3.53242E-02
1.4410E-04,-3.54336E-02
1.4420E-04,-3.55039E-02
1.4430E-04,-3.55039E-02
1.4440E-04,-3.59414E-02
1.4450E-04,-3.58867E-02
1.4460E-04,-3.60195E-02
1.4470E-04,-3.60117E-02
1.4480E-04,-3.55273E-02
1.4490E-04,-3.56133E-02
1.4500E-04,-3.52070E-02
1.4510E-04,-3.50273E-02
1.4520E-04,-3.48242E-02
1.4530E-04,-3.46758E-02
1.4540E-04,-3.40898E-02
1.4550E-04,-3.37930E-02
1.4560E-04,-3.31758E-02
1.4570E-04,-3.27773E-02
1.4580E-04,-3.21836E-02
1.4590E-04,-3.13477E-02
1.4600E-04,-3.09258E-02
1.4610E-04,-3.01836E-02
1.4620E-04,-2.95898E-02
1.4630E-04,-2.89023E-02
1.4640E-04,-2.81367E-02
1.4650E-04,-2.74414E-02
1.4660E-04,-2.66445E-02
1.4670E-04,-2.59492E-02
1.4680E-04,-2.51055E-02
1.4690E-04,-2.42695E-02
1.4700E-04,-2.33711E-02
1.4710E-04,-2.25195E-02
1.4720E-04,-2.15039E-02
1.4730E-04,-2.04414E-02
1.4740E-04,-1.95117E-02
1.4750E-04,-1.85039E-02
1.4760E-04,-1.75664E-02
1.4770E-04,-1.62617E-02
1.4780E-04,-1.53867E-02
1.4790E-04,-1.43633E-02
1.4800E-04,-1.33008E-02
1.4810E-04,-1.22461E-02
1.4820E-04,-1.09883E-02
1.4830E-04,-9.83984E-03
1.4840E-04,-8.93359E-03
1.4850E-04,-7.73047E-03
1.4860E-04,-6.53516E-03
1.4870E-04,-5.31641E-03
1.4880E-04,-4.31641E-03
1.4890E-04,-2.94141E-03
1.4900E-04,-1.81641E-03
1.4910E-04,-8.24219E-04
1.4920E-04,5.27344E-04
1.4930E-04,1.63672E-03
1.4940E-04,2.79297E-03
1.4950E-04,3.85547E-03
1.4960E-04,4.97266E-03
1.4970E-04,6.12891E-03
1.4980E-04,7.04297E-03
1.4990E-04,8.20703E-03
1.5000E-04,8.96484E-03
1.5010E-04,1.01211E-02
1.5020E-04,1.10039E-02
1.5030E-04,1.19180E-02
1.5040E-04,1.28711E-02
1.5050E-04,1.38242E-02
1.5060E-04,1.46211E-02
1.5070E-04,1.55195E-02
1.5080E-04,1.64336E-02
1.5090E-04,1.72305E-02
1.5100E-04,1.82930E-02
1.5110E-04,1.88789E-02
1.5120E-04,1.95977E-02
1.5130E-04,2.03008E-02
1.5140E-04,2.08555E-02
1.5150E-04,2.16289E-02
1.5160E-04,2.19805E-02
1.5170E-04,2.25273E-02
1.5180E-04,2.31211E-02
1.5190E-04,2.37383E-02
1.5200E-04,2.41367E-02
1.5210E-04,2.43945E-02
1.5220E-04,2.47773E-02
1.5230E-04,2.49258E-02
1.5240E-04,2.53242E-02
1.5250E-04,2.54805E-02
1.5260E-04,2.57148E-02
1.5270E-04,2.59023E-02
1.5280E-04,2.59727E-02
1.5290E-04,2.60273E-02
1.5300E-04,2.60117E-02
1.5310E-04,2.58711E-02
1.5320E-04,2.59414E-02
1.5330E-04,2.57461E-02
1.5340E-04,2.58398E-02
1.5350E-04,2.56133E-02
1.5360E-04,2.54648E-02
1.5370E-04,2.52070E-02
1.5380E-04,2.50430E-02
1.5390E-04,2.46758E-02
1.5400E-04,2.42305E-02
1.5410E-04,2.39023E-02
1.5420E-04,2.35117E-02
1.5430E-04,2.32227E-02
1.5440E-04,2.28008E-02
1.5450E-04,2.22305E-02
1.5460E-04,2.18555E-02
1.5470E-04,2.13633E-02
1.5480E-04,2.06211E-02
1.5490E-04,2.00898E-02
1.5500E-04,1.94648E-02
1.5510E-04,1.89727E-02
1.5520E-04,1.81211E-02
1.5530E-04,1.73867E-02
1.5540E-04,1.68477E-02
1.5550E-04,1.61367E-02
1.5560E-04,1.51992E-02
1.5570E-04,1.44648E-02
1.5580E-04,1.37461E-02
1.5590E-04,1.30742E-02
1.5600E-04,1.22461E-02
1.5610E-04,1.13555E-02
1.5620E-04,1.06523E-02
1.5630E-04,9.80859E-03
1.5640E-04,9.10547E-03
1.5650E-04,8.15234E-03
1.5660E-04,7.50391E-03
1.5670E-04,6.62891E-03
1.5680E-04,5.84766E-03
1.5690E-04,5.11328E-03
1.5700E-04,4.33203E-03
1.5710E-04,3.43359E-03
1.5720E-04,2.62891E-03
1.5730E-04,2.06641E-03
1.5740E-04,1.20703E-03
1.5750E-04,1.60156E-04
1.5760E-04,-6.36719E-04
1.5770E-04,-1.45703E-03
1.5780E-04,-2.55078E-03
1.5790E-04,-3.39453E-03
1.5800E-04,-4.11328E-03
1.5810E-04,-5.08984E-03
1.5820E-04,-5.90234E-03
1.5830E-04,-6.54297E-03
1.5840E-04,-7.43359E-03
1.5850E-04,-8.33203E-03
1.5860E-04,-8.92578E-03
1.5870E-04,-9.73828E-03
1.5880E-04,-1.04961E-02
1.5890E-04,-1.10117E-02
1.5900E-04,-1.17930E-02
1.5910E-04,-1.25664E-02
1.5920E-04,-1.30352E-02
1.5930E-04,-1.34336E-02
1.5940E-04,-1.41836E-02
1.5950E-04,-1.47148E-02
1.5960E-04,-1.51602E-02
1.5970E-04,-1.57930E-02
1.5980E-04,-1.64648E-02
1.5990E-04,-1.68242E-02
1.6000E-04,-1.71914E-02
1.6010E-04,-1.75039E-02
1.6020E-04,-1.80508E-02
1.6030E-04,-1.85430E-02
1.6040E-04,-1.89648E-02
1.6050E-04,-1.93008E-02
1.6060E-04,-1.96367E-02
1.6070E-04,-2.00586E-02
1.6080E-04,-2.01680E-02
1.6090E-04,-2.03945E-02
1.6100E-04,-2.08086E-02
1.6110E-04,-2.08398E-02
1.6120E-04,-2.11992E-02
1.6130E-04,-2.12617E-02
1.6140E-04,-2.13477E-02
