[s],CH3[V]
1.4400E-05,2.87109E-03
1.4500E-05,2.97266E-03
1.4600E-05,2.96484E-03
1.4700E-05,3.04297E-03
1.4800E-05,2.75391E-03
1.4900E-05,3.02734E-03
1.5000E-05,2.88672E-03
1.5100E-05,2.95703E-03
1.5200E-05,3.03516E-03
1.5300E-05,3.05078E-03
1.5400E-05,2.78516E-03
1.5500E-05,2.97266E-03
1.5600E-05,2.91016E-03
1.5700E-05,2.89453E-03
1.5800E-05,2.93359E-03
1.5900E-05,3.11328E-03
1.6000E-05,3.08203E-03
1.6100E-05,3.04297E-03
1.6200E-05,2.99609E-03
1.6300E-05,3.15234E-03
1.6400E-05,3.29297E-03
1.6500E-05,3.17578E-03
1.6600E-05,3.09766E-03
1.6700E-05,3.07422E-03
1.6800E-05,3.19141E-03
1.6900E-05,3.10547E-03
1.7000E-05,3.12109E-03
1.7100E-05,3.26172E-03
1.7200E-05,3.01172E-03
1.7300E-05,3.11328E-03
1.7400E-05,3.33203E-03
1.7500E-05,3.23828E-03
1.7600E-05,3.40234E-03
1.7700E-05,3.09766E-03
1.7800E-05,3.11328E-03
1.7900E-05,3.31641E-03
1.8000E-05,3.14453E-03
1.8100E-05,3.22266E-03
1.8200E-05,3.31641E-03
1.8300E-05,3.26172E-03
1.8400E-05,3.31641E-03
1.8500E-05,3.30859E-03
1.8600E-05,3.18359E-03
1.8700E-05,3.47266E-03
1.8800E-05,3.46484E-03
1.8900E-05,3.27734E-03
1.9000E-05,3.41797E-03
1.9100E-05,3.30859E-03
1.9200E-05,3.38672E-03
1.9300E-05,3.50391E-03
1.9400E-05,3.46484E-03
1.9500E-05,3.29297E-03
1.9600E-05,3.37891E-03
1.9700E-05,3.52734E-03
1.9800E-05,3.50391E-03
1.9900E-05,3.42578E-03
2.0000E-05,3.37891E-03
2.0100E-05,3.44922E-03
2.0200E-05,3.24609E-03
2.0300E-05,3.53516E-03
2.0400E-05,3.58984E-03
2.0500E-05,3.51953E-03
2.0600E-05,3.47266E-03
2.0700E-05,3.64453E-03
2.0800E-05,3.29297E-03
2.0900E-05,3.42578E-03
2.1000E-05,3.48828E-03
2.1100E-05,3.47266E-03
2.1200E-05,3.52734E-03
2.1300E-05,3.59766E-03
2.1400E-05,3.64453E-03
2.1500E-05,3.51953E-03
2.1600E-05,3.50391E-03
2.1700E-05,3.48828E-03
2.1800E-05,3.52734E-03
2.1900E-05,3.56641E-03
2.2000E-05,3.47266E-03
2.2100E-05,3.47266E-03
2.2200E-05,3.75391E-03
2.2300E-05,3.62891E-03
2.2400E-05,3.76953E-03
2.2500E-05,3.56641E-03
2.2600E-05,3.55859E-03
2.2700E-05,3.76953E-03
2.2800E-05,3.69922E-03
2.2900E-05,3.58984E-03
2.3000E-05,3.71484E-03
2.3100E-05,3.59766E-03
2.3200E-05,3.60547E-03
2.3300E-05,3.42578E-03
2.3400E-05,3.71484E-03
2.3500E-05,3.66797E-03
2.3600E-05,3.70703E-03
2.3700E-05,3.75391E-03
2.3800E-05,3.80078E-03
2.3900E-05,3.85547E-03
2.4000E-05,3.68359E-03
2.4100E-05,3.74609E-03
2.4200E-05,3.78516E-03
2.4300E-05,3.73828E-03
2.4400E-05,3.69922E-03
2.4500E-05,3.80859E-03
2.4600E-05,3.91797E-03
2.4700E-05,3.57422E-03
2.4800E-05,3.71484E-03
2.4900E-05,3.83984E-03
2.5000E-05,3.83984E-03
2.5100E-05,3.78516E-03
2.5200E-05,3.70703E-03
2.5300E-05,3.87891E-03
2.5400E-05,4.10547E-03
2.5500E-05,3.74609E-03
2.5600E-05,3.96484E-03
2.5700E-05,3.80859E-03
2.5800E-05,3.96484E-03
2.5900E-05,3.85547E-03
2.6000E-05,3.81641E-03
2.6100E-05,4.01953E-03
2.6200E-05,3.89453E-03
2.6300E-05,3.93359E-03
2.6400E-05,3.67578E-03
2.6500E-05,3.95703E-03
2.6600E-05,3.71484E-03
2.6700E-05,3.74609E-03
2.6800E-05,3.91016E-03
2.6900E-05,3.83984E-03
2.7000E-05,3.92578E-03
2.7100E-05,3.73828E-03
2.7200E-05,3.91797E-03
2.7300E-05,3.78516E-03
2.7400E-05,4.03516E-03
2.7500E-05,3.89453E-03
2.7600E-05,3.87891E-03
2.7700E-05,3.84766E-03
2.7800E-05,3.59766E-03
2.7900E-05,3.73047E-03
2.8000E-05,3.82422E-03
2.8100E-05,4.03516E-03
2.8200E-05,4.09766E-03
2.8300E-05,3.88672E-03
2.8400E-05,3.91797E-03
2.8500E-05,3.75391E-03
2.8600E-05,3.57422E-03
2.8700E-05,3.82422E-03
2.8800E-05,3.53516E-03
2.8900E-05,3.58984E-03
2.9000E-05,3.59766E-03
2.9100E-05,3.57422E-03
2.9200E-05,3.56641E-03
2.9300E-05,3.73047E-03
2.9400E-05,4.07422E-03
2.9500E-05,4.69922E-03
2.9600E-05,5.93359E-03
2.9700E-05,7.37891E-03
2.9800E-05,9.26172E-03
2.9900E-05,1.14805E-02
3.0000E-05,1.43008E-02
3.0100E-05,1.74883E-02
3.0200E-05,2.12852E-02
3.0300E-05,2.51992E-02
3.0400E-05,2.93867E-02
3.0500E-05,3.44648E-02
3.0600E-05,3.95273E-02
3.0700E-05,4.54023E-02
3.0800E-05,5.15039E-02
3.0900E-05,5.79648E-02
3.1000E-05,6.46211E-02
3.1100E-05,7.14023E-02
3.1200E-05,7.81680E-02
3.1300E-05,8.48867E-02
3.1400E-05,9.14258E-02
3.1500E-05,9.75664E-02
3.1600E-05,1.03637E-01
3.1700E-05,1.09559E-01
3.1800E-05,1.15082E-01
3.1900E-05,1.20371E-01
3.2000E-05,1.25832E-01
3.2100E-05,1.30691E-01
3.2200E-05,1.35746E-01
3.2300E-05,1.40316E-01
3.2400E-05,1.44848E-01
3.2500E-05,1.48965E-01
3.2600E-05,1.52918E-01
3.2700E-05,1.56590E-01
3.2800E-05,1.60488E-01
3.2900E-05,1.64113E-01
3.3000E-05,1.67309E-01
3.3100E-05,1.70199E-01
3.3200E-05,1.73105E-01
3.3300E-05,1.75590E-01
3.3400E-05,1.78090E-01
3.3500E-05,1.79996E-01
3.3600E-05,1.81934E-01
3.3700E-05,1.83605E-01
3.3800E-05,1.84793E-01
3.3900E-05,1.86082E-01
3.4000E-05,1.87074E-01
3.4100E-05,1.87707E-01
3.4200E-05,1.88059E-01
3.4300E-05,1.88465E-01
3.4400E-05,1.88145E-01
3.4500E-05,1.87988E-01
3.4600E-05,1.87621E-01
3.4700E-05,1.86559E-01
3.4800E-05,1.85605E-01
3.4900E-05,1.84379E-01
3.5000E-05,1.82770E-01
3.5100E-05,1.80871E-01
3.5200E-05,1.78973E-01
3.5300E-05,1.76895E-01
3.5400E-05,1.74254E-01
3.5500E-05,1.71559E-01
3.5600E-05,1.68613E-01
3.5700E-05,1.65691E-01
3.5800E-05,1.62059E-01
3.5900E-05,1.58449E-01
3.6000E-05,1.54418E-01
3.6100E-05,1.50527E-01
3.6200E-05,1.46512E-01
3.6300E-05,1.42004E-01
3.6400E-05,1.37457E-01
3.6500E-05,1.32652E-01
3.6600E-05,1.27449E-01
3.6700E-05,1.22348E-01
3.6800E-05,1.17152E-01
3.6900E-05,1.11941E-01
3.7000E-05,1.06410E-01
3.7100E-05,1.00816E-01
3.7200E-05,9.49102E-02
3.7300E-05,8.90898E-02
3.7400E-05,8.29180E-02
3.7500E-05,7.70508E-02
3.7600E-05,7.07695E-02
3.7700E-05,6.45039E-02
3.7800E-05,5.81992E-02
3.7900E-05,5.17227E-02
3.8000E-05,4.51602E-02
3.8100E-05,3.85508E-02
3.8200E-05,3.20742E-02
3.8300E-05,2.55117E-02
3.8400E-05,1.88164E-02
3.8500E-05,1.21367E-02
3.8600E-05,5.82422E-03
3.8700E-05,-8.08594E-04
3.8800E-05,-7.41797E-03
3.8900E-05,-1.37305E-02
3.9000E-05,-2.00195E-02
3.9100E-05,-2.63789E-02
3.9200E-05,-3.28086E-02
3.9300E-05,-3.90977E-02
3.9400E-05,-4.55039E-02
3.9500E-05,-5.18398E-02
3.9600E-05,-5.80352E-02
3.9700E-05,-6.41289E-02
3.9800E-05,-7.01445E-02
3.9900E-05,-7.59336E-02
4.0000E-05,-8.16055E-02
4.0100E-05,-8.71758E-02
4.0200E-05,-9.28320E-02
4.0300E-05,-9.84805E-02
4.0400E-05,-1.03535E-01
4.0500E-05,-1.08363E-01
4.0600E-05,-1.13535E-01
4.0700E-05,-1.18207E-01
4.0800E-05,-1.22730E-01
4.0900E-05,-1.27457E-01
4.1000E-05,-1.31590E-01
4.1100E-05,-1.35887E-01
4.1200E-05,-1.39660E-01
4.1300E-05,-1.43395E-01
4.1400E-05,-1.46980E-01
4.1500E-05,-1.50184E-01
4.1600E-05,-1.53363E-01
4.1700E-05,-1.56059E-01
4.1800E-05,-1.58918E-01
4.1900E-05,-1.61199E-01
4.2000E-05,-1.63316E-01
4.2100E-05,-1.65254E-01
4.2200E-05,-1.66918E-01
4.2300E-05,-1.68605E-01
4.2400E-05,-1.69637E-01
4.2500E-05,-1.70434E-01
4.2600E-05,-1.71395E-01
4.2700E-05,-1.71746E-01
4.2800E-05,-1.71840E-01
4.2900E-05,-1.72129E-01
4.3000E-05,-1.71629E-01
4.3100E-05,-1.71199E-01
4.3200E-05,-1.70512E-01
4.3300E-05,-1.69551E-01
4.3400E-05,-1.68488E-01
4.3500E-05,-1.66918E-01
4.3600E-05,-1.65457E-01
4.3700E-05,-1.63387E-01
4.3800E-05,-1.61277E-01
4.3900E-05,-1.58738E-01
4.4000E-05,-1.56355E-01
4.4100E-05,-1.53496E-01
4.4200E-05,-1.50559E-01
4.4300E-05,-1.47371E-01
4.4400E-05,-1.44051E-01
4.4500E-05,-1.40395E-01
4.4600E-05,-1.36715E-01
4.4700E-05,-1.32863E-01
4.4800E-05,-1.28410E-01
4.4900E-05,-1.24324E-01
4.5000E-05,-1.19668E-01
4.5100E-05,-1.15176E-01
4.5200E-05,-1.10215E-01
4.5300E-05,-1.05473E-01
4.5400E-05,-1.00434E-01
4.5500E-05,-9.51211E-02
4.5600E-05,-8.97617E-02
4.5700E-05,-8.43086E-02
4.5800E-05,-7.88867E-02
4.5900E-05,-7.33008E-02
4.6000E-05,-6.73477E-02
4.6100E-05,-6.15273E-02
4.6200E-05,-5.53008E-02
4.6300E-05,-4.90898E-02
4.6400E-05,-4.27227E-02
4.6500E-05,-3.64727E-02
4.6600E-05,-3.01523E-02
4.6700E-05,-2.38086E-02
4.6800E-05,-1.77148E-02
4.6900E-05,-1.12852E-02
4.7000E-05,-5.21484E-03
4.7100E-05,1.02734E-03
4.7200E-05,7.22266E-03
4.7300E-05,1.32930E-02
4.7400E-05,1.94414E-02
4.7500E-05,2.56602E-02
4.7600E-05,3.18867E-02
4.7700E-05,3.78086E-02
4.7800E-05,4.36758E-02
4.7900E-05,4.93711E-02
4.8000E-05,5.54492E-02
4.8100E-05,6.10898E-02
4.8200E-05,6.63711E-02
4.8300E-05,7.22852E-02
4.8400E-05,7.76289E-02
4.8500E-05,8.28633E-02
4.8600E-05,8.79961E-02
4.8700E-05,9.33086E-02
4.8800E-05,9.82852E-02
4.8900E-05,1.02996E-01
4.9000E-05,1.07676E-01
4.9100E-05,1.12207E-01
4.9200E-05,1.16629E-01
4.9300E-05,1.20832E-01
4.9400E-05,1.24777E-01
4.9500E-05,1.28902E-01
4.9600E-05,1.32527E-01
4.9700E-05,1.35980E-01
4.9800E-05,1.39418E-01
4.9900E-05,1.42426E-01
5.0000E-05,1.45301E-01
5.0100E-05,1.48027E-01
5.0200E-05,1.50566E-01
5.0300E-05,1.52629E-01
5.0400E-05,1.54684E-01
5.0500E-05,1.56551E-01
5.0600E-05,1.58160E-01
5.0700E-05,1.59512E-01
5.0800E-05,1.60941E-01
5.0900E-05,1.61863E-01
5.1000E-05,1.62699E-01
5.1100E-05,1.63105E-01
5.1200E-05,1.63371E-01
5.1300E-05,1.63434E-01
5.1400E-05,1.63527E-01
5.1500E-05,1.63262E-01
5.1600E-05,1.62426E-01
5.1700E-05,1.61645E-01
5.1800E-05,1.60598E-01
5.1900E-05,1.59230E-01
5.2000E-05,1.57746E-01
5.2100E-05,1.56199E-01
5.2200E-05,1.54207E-01
5.2300E-05,1.52535E-01
5.2400E-05,1.50176E-01
5.2500E-05,1.47762E-01
5.2600E-05,1.44777E-01
5.2700E-05,1.42098E-01
5.2800E-05,1.39074E-01
5.2900E-05,1.35551E-01
5.3000E-05,1.31863E-01
5.3100E-05,1.28332E-01
5.3200E-05,1.24426E-01
5.3300E-05,1.20535E-01
5.3400E-05,1.16207E-01
5.3500E-05,1.12059E-01
5.3600E-05,1.07551E-01
5.3700E-05,1.02863E-01
5.3800E-05,9.81992E-02
5.3900E-05,9.33242E-02
5.4000E-05,8.83164E-02
5.4100E-05,8.30195E-02
5.4200E-05,7.79805E-02
5.4300E-05,7.26680E-02
5.4400E-05,6.71680E-02
5.4500E-05,6.18711E-02
5.4600E-05,5.60742E-02
5.4700E-05,5.03711E-02
5.4800E-05,4.45352E-02
5.4900E-05,3.87070E-02
5.5000E-05,3.25977E-02
5.5100E-05,2.68086E-02
5.5200E-05,2.07539E-02
5.5300E-05,1.49414E-02
5.5400E-05,8.91016E-03
5.5500E-05,3.12109E-03
5.5600E-05,-2.85547E-03
5.5700E-05,-8.72266E-03
5.5800E-05,-1.43242E-02
5.5900E-05,-2.01680E-02
5.6000E-05,-2.56758E-02
5.6100E-05,-3.14727E-02
5.6200E-05,-3.71836E-02
5.6300E-05,-4.27930E-02
5.6400E-05,-4.84336E-02
5.6500E-05,-5.40508E-02
5.6600E-05,-5.93867E-02
5.6700E-05,-6.47695E-02
5.6800E-05,-7.01836E-02
5.6900E-05,-7.54648E-02
5.7000E-05,-8.03633E-02
5.7100E-05,-8.52773E-02
5.7200E-05,-8.99414E-02
5.7300E-05,-9.48555E-02
5.7400E-05,-9.93477E-02
5.7500E-05,-1.03895E-01
5.7600E-05,-1.07918E-01
5.7700E-05,-1.12004E-01
5.7800E-05,-1.16004E-01
5.7900E-05,-1.19738E-01
5.8000E-05,-1.23512E-01
5.8100E-05,-1.27113E-01
5.8200E-05,-1.30480E-01
5.8300E-05,-1.33637E-01
5.8400E-05,-1.36270E-01
5.8500E-05,-1.39293E-01
5.8600E-05,-1.41730E-01
5.8700E-05,-1.43988E-01
5.8800E-05,-1.46012E-01
5.8900E-05,-1.48074E-01
5.9000E-05,-1.49691E-01
5.9100E-05,-1.51137E-01
5.9200E-05,-1.52441E-01
5.9300E-05,-1.53715E-01
5.9400E-05,-1.54434E-01
5.9500E-05,-1.55113E-01
5.9600E-05,-1.55535E-01
5.9700E-05,-1.55457E-01
5.9800E-05,-1.55488E-01
5.9900E-05,-1.55324E-01
6.0000E-05,-1.54754E-01
6.0100E-05,-1.54371E-01
6.0200E-05,-1.53590E-01
6.0300E-05,-1.52512E-01
6.0400E-05,-1.51051E-01
6.0500E-05,-1.49660E-01
6.0600E-05,-1.48066E-01
6.0700E-05,-1.46152E-01
6.0800E-05,-1.44301E-01
6.0900E-05,-1.41965E-01
6.1000E-05,-1.39574E-01
6.1100E-05,-1.36668E-01
6.1200E-05,-1.33895E-01
6.1300E-05,-1.30832E-01
6.1400E-05,-1.27840E-01
6.1500E-05,-1.24371E-01
6.1600E-05,-1.20934E-01
6.1700E-05,-1.17223E-01
6.1800E-05,-1.13434E-01
6.1900E-05,-1.09496E-01
6.2000E-05,-1.05543E-01
6.2100E-05,-1.01348E-01
6.2200E-05,-9.68164E-02
6.2300E-05,-9.21680E-02
6.2400E-05,-8.76914E-02
6.2500E-05,-8.29180E-02
6.2600E-05,-7.82148E-02
6.2700E-05,-7.34414E-02
6.2800E-05,-6.82852E-02
6.2900E-05,-6.30977E-02
6.3000E-05,-5.77617E-02
6.3100E-05,-5.26445E-02
6.3200E-05,-4.73320E-02
6.3300E-05,-4.16289E-02
6.3400E-05,-3.62227E-02
6.3500E-05,-3.04883E-02
6.3600E-05,-2.50430E-02
6.3700E-05,-1.98477E-02
6.3800E-05,-1.41836E-02
6.3900E-05,-8.79297E-03
6.4000E-05,-3.36328E-03
6.4100E-05,2.30859E-03
6.4200E-05,7.75391E-03
6.4300E-05,1.31758E-02
6.4400E-05,1.88945E-02
6.4500E-05,2.44102E-02
6.4600E-05,2.98398E-02
6.4700E-05,3.51992E-02
6.4800E-05,4.03164E-02
6.4900E-05,4.58320E-02
6.5000E-05,5.11523E-02
6.5100E-05,5.61602E-02
6.5200E-05,6.10195E-02
6.5300E-05,6.61367E-02
6.5400E-05,7.06914E-02
6.5500E-05,7.54570E-02
6.5600E-05,7.98320E-02
6.5700E-05,8.44492E-02
6.5800E-05,8.88477E-02
6.5900E-05,9.27852E-02
6.6000E-05,9.71445E-02
6.6100E-05,1.00926E-01
6.6200E-05,1.04699E-01
6.6300E-05,1.08590E-01
6.6400E-05,1.11996E-01
6.6500E-05,1.15410E-01
6.6600E-05,1.18504E-01
6.6700E-05,1.21473E-01
6.6800E-05,1.24184E-01
6.6900E-05,1.26996E-01
6.7000E-05,1.29621E-01
6.7100E-05,1.32129E-01
6.7200E-05,1.34012E-01
6.7300E-05,1.36113E-01
6.7400E-05,1.37824E-01
6.7500E-05,1.39387E-01
6.7600E-05,1.40855E-01
6.7700E-05,1.41988E-01
6.7800E-05,1.43090E-01
6.7900E-05,1.43793E-01
6.8000E-05,1.44293E-01
6.8100E-05,1.44637E-01
6.8200E-05,1.45035E-01
6.8300E-05,1.44895E-01
6.8400E-05,1.44613E-01
6.8500E-05,1.44238E-01
6.8600E-05,1.43652E-01
6.8700E-05,1.42879E-01
6.8800E-05,1.41668E-01
6.8900E-05,1.40520E-01
6.9000E-05,1.39137E-01
6.9100E-05,1.37559E-01
6.9200E-05,1.35770E-01
6.9300E-05,1.33887E-01
6.9400E-05,1.31715E-01
6.9500E-05,1.29379E-01
6.9600E-05,1.26949E-01
6.9700E-05,1.24113E-01
6.9800E-05,1.21449E-01
6.9900E-05,1.18246E-01
7.0000E-05,1.15395E-01
7.0100E-05,1.12051E-01
7.0200E-05,1.08770E-01
7.0300E-05,1.05176E-01
7.0400E-05,1.01418E-01
7.0500E-05,9.74961E-02
7.0600E-05,9.35977E-02
7.0700E-05,8.95195E-02
7.0800E-05,8.52617E-02
7.0900E-05,8.09492E-02
7.1000E-05,7.65977E-02
7.1100E-05,7.23555E-02
7.1200E-05,6.75352E-02
7.1300E-05,6.28789E-02
7.1400E-05,5.81055E-02
7.1500E-05,5.33398E-02
7.1600E-05,4.84336E-02
7.1700E-05,4.34102E-02
7.1800E-05,3.84102E-02
7.1900E-05,3.33555E-02
7.2000E-05,2.81914E-02
7.2100E-05,2.32305E-02
7.2200E-05,1.81133E-02
7.2300E-05,1.30352E-02
7.2400E-05,8.10547E-03
7.2500E-05,2.86328E-03
7.2600E-05,-2.11328E-03
7.2700E-05,-7.18359E-03
7.2800E-05,-1.20039E-02
7.2900E-05,-1.66914E-02
7.3000E-05,-2.19961E-02
7.3100E-05,-2.66914E-02
7.3200E-05,-3.14805E-02
7.3300E-05,-3.63711E-02
7.3400E-05,-4.10820E-02
7.3500E-05,-4.58789E-02
7.3600E-05,-5.06992E-02
7.3700E-05,-5.53867E-02
7.3800E-05,-5.96602E-02
7.3900E-05,-6.39180E-02
7.4000E-05,-6.85664E-02
7.4100E-05,-7.26914E-02
7.4200E-05,-7.68555E-02
7.4300E-05,-8.04727E-02
7.4400E-05,-8.45117E-02
7.4500E-05,-8.83633E-02
7.4600E-05,-9.18555E-02
7.4700E-05,-9.57305E-02
7.4800E-05,-9.92148E-02
7.4900E-05,-1.02355E-01
7.5000E-05,-1.05270E-01
7.5100E-05,-1.08113E-01
7.5200E-05,-1.11254E-01
7.5300E-05,-1.13785E-01
7.5400E-05,-1.16184E-01
7.5500E-05,-1.18691E-01
7.5600E-05,-1.20707E-01
7.5700E-05,-1.22871E-01
7.5800E-05,-1.24480E-01
7.5900E-05,-1.26082E-01
7.6000E-05,-1.27715E-01
7.6100E-05,-1.28980E-01
7.6200E-05,-1.29957E-01
7.6300E-05,-1.30762E-01
7.6400E-05,-1.31551E-01
7.6500E-05,-1.32082E-01
7.6600E-05,-1.32371E-01
7.6700E-05,-1.32426E-01
