[s],CH2[V],CH3[V]
-1.1600E-04,3.71094E-02,-4.36719E-03
-1.1560E-04,3.71094E-02,-4.46094E-03
-1.1520E-04,4.41406E-02,-4.39844E-03
-1.1480E-04,5.66406E-02,-4.21094E-03
-1.1440E-04,4.10156E-02,-4.08594E-03
-1.1400E-04,4.10156E-02,-4.08594E-03
-1.1360E-04,4.80469E-02,-3.66406E-03
-1.1320E-04,4.02344E-02,-3.57031E-03
-1.1280E-04,3.94531E-02,-3.57031E-03
-1.1240E-04,4.64844E-02,-3.78906E-03
-1.1200E-04,4.72656E-02,-4.11719E-03
-1.1160E-04,4.72656E-02,-4.03906E-03
-1.1120E-04,4.33594E-02,-4.11719E-03
-1.1080E-04,4.64844E-02,-4.07031E-03
-1.1040E-04,3.71094E-02,-3.55469E-03
-1.1000E-04,4.80469E-02,-3.30469E-03
-1.0960E-04,4.02344E-02,-3.58594E-03
-1.0920E-04,3.16406E-02,-3.38281E-03
-1.0880E-04,4.64844E-02,-3.50781E-03
-1.0840E-04,4.25781E-02,-3.57031E-03
-1.0800E-04,4.02344E-02,-3.78906E-03
-1.0760E-04,4.41406E-02,-3.69531E-03
-1.0720E-04,3.63281E-02,-3.63281E-03
-1.0680E-04,5.03906E-02,-4.05469E-03
-1.0640E-04,3.94531E-02,-4.39844E-03
-1.0600E-04,5.50781E-02,-4.42969E-03
-1.0560E-04,4.72656E-02,-4.74219E-03
-1.0520E-04,3.71094E-02,-4.55469E-03
-1.0480E-04,3.94531E-02,-4.78906E-03
-1.0440E-04,3.71094E-02,-4.89844E-03
-1.0400E-04,3.86719E-02,-4.47656E-03
-1.0360E-04,4.72656E-02,-4.36719E-03
-1.0320E-04,5.03906E-02,-4.47656E-03
-1.0280E-04,4.02344E-02,-4.33594E-03
-1.0240E-04,4.41406E-02,-4.17969E-03
-1.0200E-04,4.57031E-02,-4.22656E-03
-1.0160E-04,3.24219E-02,-4.33594E-03
-1.0120E-04,3.24219E-02,-4.07031E-03
-1.0080E-04,3.24219E-02,-4.47656E-03
-1.0040E-04,3.94531E-02,-4.75781E-03
-1.0000E-04,3.00781E-02,-5.21094E-03
-9.9600E-05,3.71094E-02,-4.89844E-03
-9.9200E-05,3.39844E-02,-4.92969E-03
-9.8800E-05,3.55469E-02,-4.63281E-03
-9.8400E-05,4.33594E-02,-4.32031E-03
-9.8000E-05,3.24219E-02,-4.17969E-03
-9.7600E-05,4.02344E-02,-4.17969E-03
-9.7200E-05,3.86719E-02,-4.17969E-03
-9.6800E-05,4.10156E-02,-4.64844E-03
-9.6400E-05,4.72656E-02,-4.63281E-03
-9.6000E-05,4.25781E-02,-4.64844E-03
-9.5600E-05,3.63281E-02,-4.74219E-03
-9.5200E-05,3.86719E-02,-4.42969E-03
-9.4800E-05,4.41406E-02,-5.02344E-03
-9.4400E-05,5.74219E-02,-5.03906E-03
-9.4000E-05,4.25781E-02,-4.89844E-03
-9.3600E-05,4.33594E-02,-4.61719E-03
-9.3200E-05,5.42969E-02,-4.50781E-03
-9.2800E-05,4.41406E-02,-4.36719E-03
-9.2400E-05,4.72656E-02,-4.35156E-03
-9.2000E-05,4.41406E-02,-4.21094E-03
-9.1600E-05,3.55469E-02,-3.86719E-03
-9.1200E-05,4.96094E-02,-3.83594E-03
-9.0800E-05,3.86719E-02,-3.94531E-03
-9.0400E-05,4.96094E-02,-4.42969E-03
-9.0000E-05,3.63281E-02,-4.35156E-03
-8.9600E-05,3.24219E-02,-4.13281E-03
-8.9200E-05,3.24219E-02,-4.21094E-03
-8.8800E-05,4.25781E-02,-4.03906E-03
-8.8400E-05,2.53906E-02,-4.35156E-03
-8.8000E-05,4.33594E-02,-4.69531E-03
-8.7600E-05,3.63281E-02,-4.69531E-03
-8.7200E-05,5.35156E-02,-4.96094E-03
-8.6800E-05,4.96094E-02,-5.10156E-03
-8.6400E-05,4.64844E-02,-5.52344E-03
-8.6000E-05,5.11719E-02,-5.80469E-03
-8.5600E-05,4.72656E-02,-5.39844E-03
-8.5200E-05,4.10156E-02,-5.44531E-03
-8.4800E-05,4.72656E-02,-4.99219E-03
-8.4400E-05,3.86719E-02,-4.78906E-03
-8.4000E-05,4.10156E-02,-4.85156E-03
-8.3600E-05,4.33594E-02,-4.35156E-03
-8.3200E-05,4.02344E-02,-4.39844E-03
-8.2800E-05,3.86719E-02,-4.41406E-03
-8.2400E-05,3.94531E-02,-3.83594E-03
-8.2000E-05,3.71094E-02,-4.08594E-03
-8.1600E-05,3.32031E-02,-3.83594E-03
-8.1200E-05,3.39844E-02,-3.80469E-03
-8.0800E-05,3.86719E-02,-4.17969E-03
-8.0400E-05,3.63281E-02,-3.80469E-03
-8.0000E-05,2.69531E-02,-4.07031E-03
-7.9600E-05,2.69531E-02,-4.05469E-03
-7.9200E-05,2.53906E-02,-3.77344E-03
-7.8800E-05,2.53906E-02,-3.99219E-03
-7.8400E-05,2.69531E-02,-3.24219E-03
-7.8000E-05,3.32031E-02,-2.67969E-03
-7.7600E-05,2.14844E-02,-2.74219E-03
-7.7200E-05,2.22656E-02,-2.74219E-03
-7.6800E-05,1.99219E-02,-2.96094E-03
-7.6400E-05,3.16406E-02,-3.21094E-03
-7.6000E-05,2.22656E-02,-2.92969E-03
-7.5600E-05,3.00781E-02,-2.82031E-03
-7.5200E-05,3.00781E-02,-2.92969E-03
-7.4800E-05,3.32031E-02,-3.16406E-03
-7.4400E-05,2.53906E-02,-3.05469E-03
-7.4000E-05,2.61719E-02,-3.10156E-03
-7.3600E-05,2.92969E-02,-3.30469E-03
-7.3200E-05,2.92969E-02,-3.33594E-03
-7.2800E-05,2.69531E-02,-3.36719E-03
-7.2400E-05,2.14844E-02,-3.44531E-03
-7.2000E-05,2.85156E-02,-3.41406E-03
-7.1600E-05,2.92969E-02,-2.99219E-03
-7.1200E-05,2.69531E-02,-3.02344E-03
-7.0800E-05,2.46094E-02,-3.08594E-03
-7.0400E-05,2.53906E-02,-3.52344E-03
-7.0000E-05,3.39844E-02,-3.50781E-03
-6.9600E-05,4.10156E-02,-3.41406E-03
-6.9200E-05,3.16406E-02,-3.66406E-03
-6.8800E-05,3.16406E-02,-3.52344E-03
-6.8400E-05,3.63281E-02,-3.50781E-03
-6.8000E-05,2.46094E-02,-3.13281E-03
-6.7600E-05,2.46094E-02,-2.91406E-03
-6.7200E-05,2.22656E-02,-2.88281E-03
-6.6800E-05,2.46094E-02,-2.80469E-03
-6.6400E-05,3.16406E-02,-2.86719E-03
-6.6000E-05,2.53906E-02,-2.94531E-03
-6.5600E-05,1.99219E-02,-3.02344E-03
-6.5200E-05,3.24219E-02,-3.28906E-03
-6.4800E-05,3.16406E-02,-3.61719E-03
-6.4400E-05,2.69531E-02,-3.85156E-03
-6.4000E-05,2.92969E-02,-3.99219E-03
-6.3600E-05,3.24219E-02,-3.85156E-03
-6.3200E-05,2.85156E-02,-3.86719E-03
-6.2800E-05,3.55469E-02,-3.94531E-03
-6.2400E-05,3.32031E-02,-4.19531E-03
-6.2000E-05,3.86719E-02,-4.13281E-03
-6.1600E-05,3.32031E-02,-3.91406E-03
-6.1200E-05,4.10156E-02,-3.71094E-03
-6.0800E-05,3.55469E-02,-4.13281E-03
-6.0400E-05,4.25781E-02,-3.92969E-03
-6.0000E-05,4.80469E-02,-3.89844E-03
-5.9600E-05,4.64844E-02,-4.03906E-03
-5.9200E-05,4.10156E-02,-3.50781E-03
-5.8800E-05,4.80469E-02,-3.77344E-03
-5.8400E-05,4.80469E-02,-3.41406E-03
-5.8000E-05,4.72656E-02,-2.99219E-03
-5.7600E-05,4.72656E-02,-2.86719E-03
-5.7200E-05,4.25781E-02,-2.35156E-03
-5.6800E-05,4.64844E-02,-2.82031E-03
-5.6400E-05,4.64844E-02,-3.50781E-03
-5.6000E-05,5.42969E-02,-3.64844E-03
-5.5600E-05,5.97656E-02,-3.61719E-03
-5.5200E-05,6.36719E-02,-3.50781E-03
-5.4800E-05,6.05469E-02,-3.42969E-03
-5.4400E-05,5.82031E-02,-3.13281E-03
-5.4000E-05,6.44531E-02,-3.24219E-03
-5.3600E-05,5.82031E-02,-3.19531E-03
-5.3200E-05,4.72656E-02,-3.08594E-03
-5.2800E-05,6.44531E-02,-2.78906E-03
-5.2400E-05,6.21094E-02,-3.05469E-03
-5.2000E-05,5.97656E-02,-3.14844E-03
-5.1600E-05,4.25781E-02,-3.02344E-03
-5.1200E-05,4.10156E-02,-3.16406E-03
-5.0800E-05,4.41406E-02,-3.27344E-03
-5.0400E-05,3.16406E-02,-3.30469E-03
-5.0000E-05,4.02344E-02,-3.80469E-03
-4.9600E-05,4.10156E-02,-3.49219E-03
-4.9200E-05,3.94531E-02,-3.86719E-03
-4.8800E-05,4.72656E-02,-3.94531E-03
-4.8400E-05,3.63281E-02,-3.89844E-03
-4.8000E-05,4.72656E-02,-4.03906E-03
-4.7600E-05,4.02344E-02,-4.11719E-03
-4.7200E-05,5.42969E-02,-3.97656E-03
-4.6800E-05,4.64844E-02,-3.85156E-03
-4.6400E-05,4.64844E-02,-4.00781E-03
-4.6000E-05,2.69531E-02,-4.17969E-03
-4.5600E-05,3.39844E-02,-3.97656E-03
-4.5200E-05,3.55469E-02,-4.11719E-03
-4.4800E-05,2.92969E-02,-3.94531E-03
-4.4400E-05,3.63281E-02,-3.83594E-03
-4.4000E-05,3.16406E-02,-4.17969E-03
-4.3600E-05,3.00781E-02,-3.91406E-03
-4.3200E-05,3.71094E-02,-4.47656E-03
-4.2800E-05,4.02344E-02,-4.67969E-03
-4.2400E-05,4.41406E-02,-4.61719E-03
-4.2000E-05,4.25781E-02,-4.77344E-03
-4.1600E-05,4.41406E-02,-4.63281E-03
-4.1200E-05,3.71094E-02,-4.74219E-03
-4.0800E-05,4.64844E-02,-4.60156E-03
-4.0400E-05,4.33594E-02,-4.13281E-03
-4.0000E-05,4.33594E-02,-4.13281E-03
-3.9600E-05,3.32031E-02,-4.08594E-03
-3.9200E-05,3.39844E-02,-4.19531E-03
-3.8800E-05,3.63281E-02,-4.22656E-03
-3.8400E-05,3.94531E-02,-4.05469E-03
-3.8000E-05,4.02344E-02,-3.80469E-03
-3.7600E-05,5.03906E-02,-3.52344E-03
-3.7200E-05,5.27344E-02,-3.69531E-03
-3.6800E-05,4.64844E-02,-3.42969E-03
-3.6400E-05,5.42969E-02,-3.49219E-03
-3.6000E-05,4.72656E-02,-3.66406E-03
-3.5600E-05,4.96094E-02,-3.80469E-03
-3.5200E-05,5.97656E-02,-3.69531E-03
-3.4800E-05,4.80469E-02,-3.71094E-03
-3.4400E-05,4.57031E-02,-3.44531E-03
-3.4000E-05,4.64844E-02,-3.38281E-03
-3.3600E-05,5.66406E-02,-3.58594E-03
-3.3200E-05,4.96094E-02,-3.75781E-03
-3.2800E-05,4.57031E-02,-3.89844E-03
-3.2400E-05,5.82031E-02,-4.17969E-03
-3.2000E-05,5.82031E-02,-4.13281E-03
-3.1600E-05,5.74219E-02,-3.61719E-03
-3.1200E-05,5.35156E-02,-3.52344E-03
-3.0800E-05,5.97656E-02,-3.28906E-03
-3.0400E-05,6.05469E-02,-3.27344E-03
-3.0000E-05,5.82031E-02,-3.00781E-03
-2.9600E-05,5.82031E-02,-2.88281E-03
-2.9200E-05,4.10156E-02,-3.24219E-03
-2.8800E-05,5.27344E-02,-3.05469E-03
-2.8400E-05,4.57031E-02,-2.82031E-03
-2.8000E-05,4.41406E-02,-3.08594E-03
-2.7600E-05,5.42969E-02,-2.88281E-03
-2.7200E-05,6.75781E-02,-2.71094E-03
-2.6800E-05,5.50781E-02,-2.64844E-03
-2.6400E-05,6.36719E-02,-2.46094E-03
-2.6000E-05,5.03906E-02,-2.57031E-03
-2.5600E-05,5.74219E-02,-2.36719E-03
-2.5200E-05,6.21094E-02,-3.07031E-03
-2.4800E-05,6.13281E-02,-3.22656E-03
-2.4400E-05,5.50781E-02,-3.61719E-03
-2.4000E-05,6.13281E-02,-4.00781E-03
-2.3600E-05,4.72656E-02,-4.03906E-03
-2.3200E-05,4.80469E-02,-3.97656E-03
-2.2800E-05,5.03906E-02,-4.49219E-03
-2.2400E-05,6.36719E-02,-3.89844E-03
-2.2000E-05,4.96094E-02,-4.00781E-03
-2.1600E-05,5.50781E-02,-3.97656E-03
-2.1200E-05,5.74219E-02,-3.83594E-03
-2.0800E-05,5.03906E-02,-4.21094E-03
-2.0400E-05,4.41406E-02,-4.39844E-03
-2.0000E-05,5.42969E-02,-4.50781E-03
-1.9600E-05,4.80469E-02,-4.39844E-03
-1.9200E-05,5.11719E-02,-4.32031E-03
-1.8800E-05,4.72656E-02,-4.69531E-03
-1.8400E-05,4.96094E-02,-4.32031E-03
-1.8000E-05,3.39844E-02,-4.36719E-03
-1.7600E-05,4.57031E-02,-3.94531E-03
-1.7200E-05,3.32031E-02,-4.17969E-03
-1.6800E-05,4.33594E-02,-4.19531E-03
-1.6400E-05,3.39844E-02,-4.47656E-03
-1.6000E-05,4.41406E-02,-4.41406E-03
-1.5600E-05,3.86719E-02,-3.92969E-03
-1.5200E-05,4.25781E-02,-4.11719E-03
-1.4800E-05,4.57031E-02,-4.28906E-03
-1.4400E-05,4.41406E-02,-4.77344E-03
-1.4000E-05,5.11719E-02,-4.69531E-03
-1.3600E-05,4.57031E-02,-4.61719E-03
-1.3200E-05,5.42969E-02,-4.71094E-03
-1.2800E-05,3.86719E-02,-4.57031E-03
-1.2400E-05,3.71094E-02,-5.32031E-03
-1.2000E-05,3.55469E-02,-5.25781E-03
-1.1600E-05,3.32031E-02,-5.07031E-03
-1.1200E-05,4.25781E-02,-4.89844E-03
-1.0800E-05,3.86719E-02,-5.03906E-03
-1.0400E-05,4.33594E-02,-5.05469E-03
-1.0000E-05,4.10156E-02,-5.35156E-03
-9.6000E-06,4.72656E-02,-5.47656E-03
-9.2000E-06,4.80469E-02,-5.63281E-03
-8.8000E-06,4.25781E-02,-5.46094E-03
-8.4000E-06,5.11719E-02,-5.39844E-03
-8.0000E-06,4.02344E-02,-5.19531E-03
-7.6000E-06,3.16406E-02,-5.32031E-03
-7.2000E-06,3.55469E-02,-4.99219E-03
-6.8000E-06,3.71094E-02,-5.05469E-03
-6.4000E-06,2.61719E-02,-4.75781E-03
-6.0000E-06,3.55469E-02,-4.91406E-03
-5.6000E-06,2.53906E-02,-4.74219E-03
-5.2000E-06,3.55469E-02,-4.69531E-03
-4.8000E-06,3.71094E-02,-4.91406E-03
-4.4000E-06,3.39844E-02,-5.03906E-03
-4.0000E-06,3.86719E-02,-5.21094E-03
-3.6000E-06,3.39844E-02,-4.97656E-03
-3.2000E-06,3.55469E-02,-4.64844E-03
-2.8000E-06,3.39844E-02,-4.67969E-03
-2.4000E-06,3.00781E-02,-4.61719E-03
-2.0000E-06,2.92969E-02,-4.64844E-03
-1.6000E-06,2.85156E-02,-4.88281E-03
-1.2000E-06,2.92969E-02,-5.17969E-03
-8.0000E-07,1.83594E-02,-4.74219E-03
-4.0000E-07,2.85156E-02,-4.71094E-03
-2.2277E-19,2.69531E-02,-4.13281E-03
4.0000E-07,2.85156E-02,-4.71094E-03
8.0000E-07,2.92969E-02,-4.49219E-03
1.2000E-06,3.32031E-02,-4.42969E-03
1.6000E-06,2.92969E-02,-4.55469E-03
2.0000E-06,2.69531E-02,-4.22656E-03
2.4000E-06,3.32031E-02,-4.19531E-03
2.8000E-06,2.92969E-02,-4.05469E-03
3.2000E-06,2.30469E-02,-3.78906E-03
3.6000E-06,2.61719E-02,-3.35156E-03
4.0000E-06,2.46094E-02,-3.05469E-03
4.4000E-06,1.28906E-02,-3.22656E-03
4.8000E-06,1.60156E-02,-2.80469E-03
5.2000E-06,1.21094E-02,-2.60156E-03
5.6000E-06,1.99219E-02,-2.08594E-03
6.0000E-06,1.99219E-02,-1.89844E-03
6.4000E-06,8.20313E-03,-1.67969E-03
6.8000E-06,1.13281E-02,-1.67969E-03
7.2000E-06,7.42188E-03,-1.57031E-03
7.6000E-06,5.85938E-03,-1.36719E-03
8.0000E-06,5.85938E-03,-1.44531E-03
8.4000E-06,4.29688E-03,-1.16406E-03
8.8000E-06,3.90625E-04,-1.39844E-03
9.2000E-06,-1.17188E-03,-1.33594E-03
9.6000E-06,4.29688E-03,-8.98437E-04
1.0000E-05,1.17188E-03,-1.16406E-03
1.0400E-05,-5.85938E-03,-6.64062E-04
1.0800E-05,3.90625E-04,-6.79687E-04
1.1200E-05,1.95312E-03,-3.51563E-04
1.1600E-05,-6.64062E-03,-2.10938E-04
1.2000E-05,1.17188E-03,1.79688E-04
1.2400E-05,-1.17188E-03,7.03125E-05
1.2800E-05,-2.73437E-03,-1.32812E-04
1.3200E-05,-8.98438E-03,-7.03125E-05
1.3600E-05,-8.20312E-03,2.10938E-04
1.4000E-05,-8.20312E-03,5.70313E-04
1.4400E-05,-1.17188E-03,5.39063E-04
1.4800E-05,-1.05469E-02,7.10938E-04
1.5200E-05,-8.98438E-03,8.82812E-04
1.5600E-05,-1.75781E-02,7.73438E-04
1.6000E-05,-8.98438E-03,1.16406E-03
1.6400E-05,-1.21094E-02,9.14063E-04
1.6800E-05,-9.76562E-03,1.08594E-03
1.7200E-05,-5.85938E-03,8.82812E-04
1.7600E-05,-1.05469E-02,6.32813E-04
1.8000E-05,-1.52344E-02,9.92188E-04
1.8400E-05,-1.28906E-02,1.24219E-03
1.8800E-05,-1.75781E-02,1.14844E-03
1.9200E-05,-8.98438E-03,1.30469E-03
1.9600E-05,-1.99219E-02,1.10156E-03
2.0000E-05,-1.91406E-02,1.36719E-03
2.0400E-05,-1.36719E-02,1.50781E-03
2.0800E-05,-1.52344E-02,1.49219E-03
2.1200E-05,-1.60156E-02,1.35156E-03
2.1600E-05,-1.21094E-02,1.19531E-03
2.2000E-05,-1.75781E-02,1.16406E-03
2.2400E-05,-2.07031E-02,1.41406E-03
2.2800E-05,-2.30469E-02,1.52344E-03
2.3200E-05,-2.38281E-02,1.41406E-03
2.3600E-05,-2.46094E-02,1.52344E-03
2.4000E-05,-1.91406E-02,1.64844E-03
2.4400E-05,-1.67969E-02,1.66406E-03
2.4800E-05,-2.46094E-02,1.99219E-03
2.5200E-05,-1.99219E-02,2.07031E-03
2.5600E-05,-1.99219E-02,2.05469E-03
2.6000E-05,-2.07031E-02,1.85156E-03
2.6400E-05,-2.22656E-02,2.02344E-03
2.6800E-05,-2.30469E-02,1.94531E-03
2.7200E-05,-2.30469E-02,1.88281E-03
2.7600E-05,-2.92969E-02,2.02344E-03
2.8000E-05,-2.77344E-02,1.74219E-03
2.8400E-05,-2.77344E-02,1.91406E-03
2.8800E-05,-2.07031E-02,1.97656E-03
2.9200E-05,-2.07031E-02,2.00781E-03
2.9600E-05,-1.60156E-02,2.08594E-03
3.0000E-05,-2.30469E-02,2.33594E-03
3.0400E-05,-2.07031E-02,2.14844E-03
3.0800E-05,-2.30469E-02,3.05469E-03
3.1200E-05,-1.67969E-02,6.41406E-03
3.1600E-05,2.61719E-02,1.43516E-02
3.2000E-05,1.98047E-01,2.58672E-02
3.2400E-05,4.24609E-01,3.80391E-02
3.2800E-05,6.14453E-01,4.90078E-02
3.3200E-05,7.76953E-01,5.89609E-02
3.3600E-05,9.23047E-01,6.84297E-02
3.4000E-05,1.06758E+00,7.67422E-02
3.4400E-05,1.19180E+00,8.53203E-02
3.4800E-05,1.31914E+00,9.31484E-02
3.5200E-05,1.41992E+00,1.01195E-01
3.5600E-05,1.53086E+00,1.08867E-01
3.6000E-05,1.62852E+00,1.16180E-01
3.6400E-05,1.73008E+00,1.22930E-01
3.6800E-05,1.83320E+00,1.29664E-01
3.7200E-05,1.92305E+00,1.36398E-01
3.7600E-05,2.02383E+00,1.42742E-01
3.8000E-05,2.10664E+00,1.48523E-01
3.8400E-05,2.18633E+00,1.54523E-01
3.8800E-05,2.25430E+00,1.59930E-01
3.9200E-05,2.33242E+00,1.65227E-01
3.9600E-05,2.38867E+00,1.70617E-01
4.0000E-05,2.45352E+00,1.75633E-01
4.0400E-05,2.52695E+00,1.80305E-01
4.0800E-05,2.60508E+00,1.85180E-01
4.1200E-05,2.65977E+00,1.89805E-01
4.1600E-05,2.74570E+00,1.93867E-01
4.2000E-05,2.80742E+00,1.97758E-01
4.2400E-05,2.84805E+00,2.01523E-01
4.2800E-05,2.89961E+00,2.05680E-01
4.3200E-05,2.94805E+00,2.09055E-01
4.3600E-05,2.98477E+00,2.12961E-01
4.4000E-05,3.05430E+00,2.16273E-01
4.4400E-05,3.05742E+00,2.19320E-01
4.4800E-05,3.12461E+00,2.22367E-01
4.5200E-05,3.14336E+00,2.25039E-01
4.5600E-05,3.21367E+00,2.27789E-01
4.6000E-05,3.24102E+00,2.30805E-01
4.6400E-05,3.29883E+00,2.33258E-01
4.6800E-05,3.31211E+00,2.35758E-01
4.7200E-05,3.34414E+00,2.37992E-01
4.7600E-05,3.39023E+00,2.40461E-01
4.8000E-05,3.41445E+00,2.42414E-01
4.8400E-05,3.44648E+00,2.44523E-01
4.8800E-05,3.46602E+00,2.46539E-01
4.9200E-05,3.48086E+00,2.48289E-01
4.9600E-05,3.51367E+00,2.50602E-01
5.0000E-05,3.52695E+00,2.52352E-01
5.0400E-05,3.53320E+00,2.53961E-01
5.0800E-05,3.58398E+00,2.55195E-01
5.1200E-05,3.58711E+00,2.56523E-01
5.1600E-05,3.63711E+00,2.58414E-01
5.2000E-05,3.64023E+00,2.59977E-01
5.2400E-05,3.66523E+00,2.61742E-01
5.2800E-05,3.69023E+00,2.62930E-01
5.3200E-05,3.70586E+00,2.63477E-01
5.3600E-05,3.71445E+00,2.64570E-01
5.4000E-05,3.70039E+00,2.65961E-01
5.4400E-05,3.74883E+00,2.67102E-01
5.4800E-05,3.74414E+00,2.68352E-01
5.5200E-05,3.76211E+00,2.69133E-01
5.5600E-05,3.79805E+00,2.69773E-01
5.6000E-05,3.81914E+00,2.70477E-01
5.6400E-05,3.84180E+00,2.71602E-01
5.6800E-05,3.83086E+00,2.72773E-01
5.7200E-05,3.84648E+00,2.73352E-01
5.7600E-05,3.88008E+00,2.73867E-01
5.8000E-05,3.86445E+00,2.74789E-01
5.8400E-05,3.86523E+00,2.75477E-01
5.8800E-05,3.88008E+00,2.75883E-01
5.9200E-05,3.89570E+00,2.76648E-01
5.9600E-05,3.88398E+00,2.76930E-01
6.0000E-05,3.92617E+00,2.77383E-01
6.0400E-05,3.92148E+00,2.78055E-01
6.0800E-05,3.93633E+00,2.78305E-01
6.1200E-05,3.92773E+00,2.78836E-01
6.1600E-05,3.94961E+00,2.79508E-01
6.2000E-05,3.96289E+00,2.79633E-01
6.2400E-05,3.94727E+00,2.80070E-01
6.2800E-05,3.96289E+00,2.80695E-01
6.3200E-05,3.95742E+00,2.81570E-01
6.3600E-05,3.95039E+00,2.81805E-01
6.4000E-05,3.95273E+00,2.82180E-01
6.4400E-05,3.95898E+00,2.82805E-01
6.4800E-05,3.97852E+00,2.83555E-01
6.5200E-05,3.98789E+00,2.83727E-01
6.5600E-05,3.99258E+00,2.84055E-01
6.6000E-05,4.00195E+00,2.84148E-01
6.6400E-05,4.01992E+00,2.84039E-01
6.6800E-05,3.99883E+00,2.83977E-01
6.7200E-05,4.01055E+00,2.83898E-01
6.7600E-05,3.98789E+00,2.83992E-01
6.8000E-05,4.00664E+00,2.83773E-01
6.8400E-05,4.00742E+00,2.84039E-01
6.8800E-05,4.00508E+00,2.84617E-01
6.9200E-05,4.00352E+00,2.85070E-01
6.9600E-05,4.00508E+00,2.85320E-01
7.0000E-05,4.02695E+00,2.85398E-01
7.0400E-05,4.00586E+00,2.85242E-01
7.0800E-05,4.01914E+00,2.85445E-01
7.1200E-05,4.02852E+00,2.85164E-01
7.1600E-05,4.03086E+00,2.85180E-01
7.2000E-05,4.04180E+00,2.85273E-01
7.2400E-05,4.03789E+00,2.85211E-01
7.2800E-05,4.01602E+00,2.85039E-01
7.3200E-05,4.02148E+00,2.84961E-01
7.3600E-05,4.01914E+00,2.85102E-01
7.4000E-05,3.99883E+00,2.85242E-01
7.4400E-05,4.02305E+00,2.85242E-01
7.4800E-05,4.00273E+00,2.84789E-01
7.5200E-05,4.04258E+00,2.85305E-01
7.5600E-05,4.01992E+00,2.84883E-01
7.6000E-05,4.05430E+00,2.85102E-01
7.6400E-05,4.05195E+00,2.85477E-01
7.6800E-05,4.02852E+00,2.84992E-01
7.7200E-05,4.04805E+00,2.84852E-01
7.7600E-05,4.01914E+00,2.84320E-01
7.8000E-05,4.00195E+00,2.84289E-01
7.8400E-05,4.00898E+00,2.84602E-01
7.8800E-05,3.98477E+00,2.84836E-01
7.9200E-05,4.01680E+00,2.84742E-01
7.9600E-05,4.03320E+00,2.84789E-01
8.0000E-05,4.01914E+00,2.84273E-01
8.0400E-05,4.02148E+00,2.84477E-01
8.0800E-05,4.04570E+00,2.84117E-01
8.1200E-05,4.04570E+00,2.84336E-01
8.1600E-05,4.03711E+00,2.84742E-01
8.2000E-05,4.01758E+00,2.84914E-01
8.2400E-05,4.02773E+00,2.84789E-01
8.2800E-05,4.00273E+00,2.84836E-01
8.3200E-05,3.99883E+00,2.84461E-01
8.3600E-05,4.01055E+00,2.84227E-01
8.4000E-05,3.99805E+00,2.84055E-01
8.4400E-05,4.01367E+00,2.83914E-01
8.4800E-05,4.03164E+00,2.83930E-01
8.5200E-05,4.00195E+00,2.84148E-01
8.5600E-05,4.00508E+00,2.84055E-01
8.6000E-05,4.03867E+00,2.83664E-01
8.6400E-05,4.01992E+00,2.83570E-01
8.6800E-05,4.01211E+00,2.83570E-01
8.7200E-05,4.04570E+00,2.83305E-01
8.7600E-05,4.00273E+00,2.83305E-01
