[s],CH2[V],CH3[V]
1.4992E-02,3.64570E+00,2.28492E-01
1.5002E-02,3.65586E+00,2.25352E-01
1.5012E-02,3.64414E+00,2.21836E-01
1.5022E-02,3.64414E+00,2.19180E-01
1.5032E-02,3.63945E+00,2.15242E-01
1.5042E-02,3.61602E+00,2.10695E-01
1.5052E-02,3.59492E+00,2.06102E-01
1.5062E-02,3.56289E+00,2.00570E-01
1.5072E-02,3.53320E+00,1.93898E-01
1.5082E-02,3.49492E+00,1.87539E-01
1.5092E-02,3.46055E+00,1.81070E-01
1.5103E-02,3.39805E+00,1.73570E-01
1.5113E-02,3.33164E+00,1.66945E-01
1.5123E-02,3.29883E+00,1.60461E-01
1.5133E-02,3.23242E+00,1.53273E-01
1.5143E-02,3.15195E+00,1.46602E-01
1.5153E-02,3.07695E+00,1.38305E-01
1.5163E-02,3.00430E+00,1.31148E-01
1.5173E-02,2.91602E+00,1.24117E-01
1.5183E-02,2.82852E+00,1.15367E-01
1.5193E-02,2.71758E+00,1.06898E-01
1.5203E-02,2.63945E+00,1.00773E-01
1.5213E-02,2.54648E+00,9.35391E-02
1.5224E-02,2.43711E+00,8.58203E-02
1.5234E-02,2.33242E+00,7.75078E-02
1.5244E-02,2.23555E+00,7.06172E-02
1.5254E-02,2.14883E+00,6.53359E-02
1.5264E-02,2.05039E+00,5.78203E-02
1.5274E-02,1.95508E+00,5.19766E-02
1.5284E-02,1.85586E+00,4.68828E-02
1.5294E-02,1.76289E+00,4.13984E-02
1.5304E-02,1.64414E+00,3.54141E-02
1.5314E-02,1.54570E+00,3.10703E-02
1.5324E-02,1.44648E+00,2.55391E-02
1.5334E-02,1.36602E+00,2.13828E-02
1.5344E-02,1.27461E+00,1.78672E-02
1.5355E-02,1.18867E+00,1.31953E-02
1.5365E-02,1.10898E+00,1.04453E-02
1.5375E-02,1.03242E+00,6.39844E-03
1.5385E-02,9.66016E-01,3.22656E-03
1.5395E-02,8.59766E-01,9.92188E-04
1.5405E-02,7.90234E-01,-1.10156E-03
1.5415E-02,7.18359E-01,-3.42969E-03
1.5425E-02,6.35547E-01,-5.13281E-03
1.5435E-02,5.73047E-01,-7.39844E-03
1.5445E-02,5.14453E-01,-8.77344E-03
1.5455E-02,4.63672E-01,-9.44531E-03
1.5465E-02,4.09766E-01,-1.05703E-02
1.5476E-02,3.57422E-01,-1.18672E-02
1.5486E-02,3.08984E-01,-1.20391E-02
1.5496E-02,2.45703E-01,-1.31172E-02
1.5506E-02,1.15234E-01,-1.59453E-02
1.5516E-02,2.38281E-02,-1.71484E-02
1.5526E-02,1.17188E-03,-1.77578E-02
1.5536E-02,7.69531E-02,-1.36172E-02
1.5546E-02,2.60547E-01,-2.53906E-03
1.5556E-02,3.65234E-01,3.33594E-03
1.5566E-02,4.17578E-01,8.19531E-03
1.5576E-02,4.86328E-01,1.37578E-02
1.5586E-02,5.69141E-01,1.95703E-02
1.5596E-02,6.15234E-01,2.48203E-02
1.5607E-02,6.80078E-01,3.03828E-02
1.5617E-02,7.58984E-01,3.54766E-02
1.5627E-02,8.30859E-01,4.22891E-02
1.5637E-02,9.40234E-01,4.97109E-02
1.5647E-02,1.01055E+00,5.58359E-02
1.5657E-02,1.08320E+00,6.29609E-02
1.5667E-02,1.16992E+00,6.98828E-02
1.5677E-02,1.25117E+00,7.77891E-02
1.5687E-02,1.33789E+00,8.49922E-02
1.5697E-02,1.41836E+00,9.19766E-02
1.5707E-02,1.51523E+00,1.00289E-01
1.5717E-02,1.61836E+00,1.07914E-01
1.5728E-02,1.71836E+00,1.15539E-01
1.5738E-02,1.81992E+00,1.23680E-01
1.5748E-02,1.91445E+00,1.31664E-01
1.5758E-02,2.01133E+00,1.39070E-01
1.5768E-02,2.10430E+00,1.46086E-01
1.5778E-02,2.19492E+00,1.53664E-01
1.5788E-02,2.29414E+00,1.61742E-01
1.5798E-02,2.37695E+00,1.67508E-01
1.5808E-02,2.46367E+00,1.74289E-01
1.5818E-02,2.57383E+00,1.80992E-01
1.5828E-02,2.66758E+00,1.87961E-01
1.5838E-02,2.77461E+00,1.93898E-01
1.5848E-02,2.86055E+00,1.98742E-01
1.5859E-02,2.93398E+00,2.03383E-01
1.5869E-02,3.00273E+00,2.07148E-01
1.5879E-02,3.07852E+00,2.10852E-01
1.5889E-02,3.14805E+00,2.15180E-01
1.5899E-02,3.22773E+00,2.18805E-01
1.5909E-02,3.29336E+00,2.21398E-01
1.5919E-02,3.33555E+00,2.23055E-01
1.5929E-02,3.39727E+00,2.24617E-01
1.5939E-02,3.44258E+00,2.24867E-01
1.5949E-02,3.48633E+00,2.26039E-01
1.5959E-02,3.50820E+00,2.25211E-01
1.5969E-02,3.53086E+00,2.24898E-01
1.5980E-02,3.55273E+00,2.23977E-01
1.5990E-02,3.55898E+00,2.21195E-01
1.6000E-02,3.57148E+00,2.19570E-01
1.6010E-02,3.57773E+00,2.16789E-01
1.6020E-02,3.57305E+00,2.13242E-01
1.6030E-02,3.56758E+00,2.09570E-01
1.6040E-02,3.54883E+00,2.05055E-01
1.6050E-02,3.53867E+00,2.01320E-01
1.6060E-02,3.51680E+00,1.95195E-01
1.6070E-02,3.48398E+00,1.89055E-01
1.6080E-02,3.45820E+00,1.83852E-01
1.6090E-02,3.39805E+00,1.77648E-01
1.6100E-02,3.34102E+00,1.71102E-01
1.6111E-02,3.30273E+00,1.64086E-01
1.6121E-02,3.24258E+00,1.57336E-01
1.6131E-02,3.18008E+00,1.49805E-01
1.6141E-02,3.11055E+00,1.43086E-01
1.6151E-02,3.03867E+00,1.35992E-01
1.6161E-02,2.96367E+00,1.28852E-01
1.6171E-02,2.88555E+00,1.21586E-01
1.6181E-02,2.79180E+00,1.14289E-01
1.6191E-02,2.70508E+00,1.07148E-01
1.6201E-02,2.60898E+00,9.89922E-02
1.6211E-02,2.50352E+00,9.12891E-02
1.6221E-02,2.40742E+00,8.51016E-02
1.6232E-02,2.32852E+00,7.91797E-02
1.6242E-02,2.22930E+00,7.21953E-02
1.6252E-02,2.13086E+00,6.47578E-02
1.6262E-02,2.03555E+00,5.86641E-02
1.6272E-02,1.93242E+00,5.31484E-02
1.6282E-02,1.83008E+00,4.66953E-02
1.6292E-02,1.73555E+00,4.11172E-02
1.6302E-02,1.63555E+00,3.51016E-02
1.6312E-02,1.52070E+00,2.96641E-02
1.6322E-02,1.44023E+00,2.58672E-02
1.6332E-02,1.36133E+00,2.17109E-02
1.6342E-02,1.27461E+00,1.82422E-02
1.6352E-02,1.20586E+00,1.54453E-02
1.6363E-02,1.11523E+00,1.15859E-02
1.6373E-02,1.02930E+00,8.19531E-03
1.6383E-02,9.56641E-01,5.85156E-03
1.6393E-02,8.73047E-01,2.89844E-03
1.6403E-02,7.96484E-01,5.70313E-04
1.6413E-02,7.27734E-01,-8.98437E-04
1.6423E-02,6.39453E-01,-3.27344E-03
1.6433E-02,5.96484E-01,-5.24219E-03
1.6443E-02,5.33984E-01,-6.46094E-03
1.6453E-02,4.69922E-01,-7.78906E-03
1.6463E-02,4.12891E-01,-8.49219E-03
1.6473E-02,3.79297E-01,-8.75781E-03
1.6484E-02,3.38672E-01,-9.53906E-03
1.6494E-02,3.02734E-01,-9.88281E-03
1.6504E-02,1.66797E-01,-1.46172E-02
1.6514E-02,4.02344E-02,-1.76328E-02
1.6524E-02,4.29688E-03,-1.86953E-02
1.6534E-02,3.55469E-02,-1.67578E-02
1.6544E-02,2.27734E-01,-5.58594E-03
1.6554E-02,3.55078E-01,1.27344E-03
1.6564E-02,4.13672E-01,6.21094E-03
1.6574E-02,4.76172E-01,1.14141E-02
1.6584E-02,5.54297E-01,1.63047E-02
1.6594E-02,6.02734E-01,2.14609E-02
1.6604E-02,6.58984E-01,2.69609E-02
1.6615E-02,7.34766E-01,3.20078E-02
1.6625E-02,8.08984E-01,3.83203E-02
1.6635E-02,8.91016E-01,4.43047E-02
1.6645E-02,9.74609E-01,5.05703E-02
1.6655E-02,1.05039E+00,5.78359E-02
1.6665E-02,1.12617E+00,6.44922E-02
1.6675E-02,1.20195E+00,7.09922E-02
1.6685E-02,1.28867E+00,7.87266E-02
1.6695E-02,1.37227E+00,8.61172E-02
1.6705E-02,1.46055E+00,9.43359E-02
1.6715E-02,1.55977E+00,1.01445E-01
1.6725E-02,1.64570E+00,1.08383E-01
1.6736E-02,1.74961E+00,1.16508E-01
1.6746E-02,1.83789E+00,1.23852E-01
1.6756E-02,1.94258E+00,1.32602E-01
1.6766E-02,2.02773E+00,1.38695E-01
1.6776E-02,2.12227E+00,1.45727E-01
1.6786E-02,2.21914E+00,1.53586E-01
1.6796E-02,2.31367E+00,1.60492E-01
1.6806E-02,2.39648E+00,1.67273E-01
1.6816E-02,2.48789E+00,1.74102E-01
1.6826E-02,2.58008E+00,1.79820E-01
1.6836E-02,2.67148E+00,1.85430E-01
1.6846E-02,2.75820E+00,1.90836E-01
1.6856E-02,2.84727E+00,1.96414E-01
1.6867E-02,2.92695E+00,2.01164E-01
1.6877E-02,2.99023E+00,2.04883E-01
1.6887E-02,3.05898E+00,2.08727E-01
1.6897E-02,3.13164E+00,2.12680E-01
1.6907E-02,3.20430E+00,2.15727E-01
1.6917E-02,3.26602E+00,2.18008E-01
1.6927E-02,3.31523E+00,2.20008E-01
1.6937E-02,3.35586E+00,2.21352E-01
1.6947E-02,3.40195E+00,2.22117E-01
1.6957E-02,3.45430E+00,2.22477E-01
1.6967E-02,3.47852E+00,2.20586E-01
1.6977E-02,3.49648E+00,2.19445E-01
1.6988E-02,3.50430E+00,2.17711E-01
1.6998E-02,3.50820E+00,2.15133E-01
1.7008E-02,3.51445E+00,2.12883E-01
1.7018E-02,3.52461E+00,2.10461E-01
1.7028E-02,3.52227E+00,2.06258E-01
1.7038E-02,3.50430E+00,2.01742E-01
1.7048E-02,3.47852E+00,1.97617E-01
1.7058E-02,3.44805E+00,1.92039E-01
1.7068E-02,3.42539E+00,1.86883E-01
1.7078E-02,3.38398E+00,1.81477E-01
1.7088E-02,3.35352E+00,1.76508E-01
1.7098E-02,3.31445E+00,1.70711E-01
1.7108E-02,3.26836E+00,1.63680E-01
1.7119E-02,3.19570E+00,1.56242E-01
1.7129E-02,3.13711E+00,1.50070E-01
1.7139E-02,3.06914E+00,1.42086E-01
1.7149E-02,3.00039E+00,1.34633E-01
1.7159E-02,2.91914E+00,1.26680E-01
1.7169E-02,2.84727E+00,1.19695E-01
1.7179E-02,2.76055E+00,1.13023E-01
1.7189E-02,2.67070E+00,1.04992E-01
1.7199E-02,2.56602E+00,9.70391E-02
1.7209E-02,2.46133E+00,8.97109E-02
1.7219E-02,2.38320E+00,8.31172E-02
1.7229E-02,2.29961E+00,7.64609E-02
1.7240E-02,2.21133E+00,7.03672E-02
1.7250E-02,2.11992E+00,6.43984E-02
1.7260E-02,2.02383E+00,5.73047E-02
1.7270E-02,1.92617E+00,5.10391E-02
1.7280E-02,1.83242E+00,4.41797E-02
1.7290E-02,1.74258E+00,3.95078E-02
1.7300E-02,1.63789E+00,3.50547E-02
1.7310E-02,1.54180E+00,2.94609E-02
1.7320E-02,1.44414E+00,2.44453E-02
1.7330E-02,1.37148E+00,2.09453E-02
1.7340E-02,1.28320E+00,1.64141E-02
1.7350E-02,1.19805E+00,1.26328E-02
1.7360E-02,1.10977E+00,9.19531E-03
1.7371E-02,1.03711E+00,6.52344E-03
1.7381E-02,9.73828E-01,4.50781E-03
1.7391E-02,8.83984E-01,1.49219E-03
1.7401E-02,8.05078E-01,-1.53906E-03
1.7411E-02,7.41797E-01,-2.42969E-03
1.7421E-02,6.49609E-01,-5.46094E-03
1.7431E-02,6.00391E-01,-7.14844E-03
1.7441E-02,5.60547E-01,-9.52344E-03
1.7451E-02,4.91797E-01,-1.00547E-02
1.7461E-02,4.25391E-01,-1.13828E-02
1.7471E-02,3.83203E-01,-1.35234E-02
1.7481E-02,3.30078E-01,-1.40859E-02
1.7492E-02,2.81641E-01,-1.44453E-02
1.7502E-02,1.84766E-01,-1.65078E-02
1.7512E-02,5.03906E-02,-1.90859E-02
1.7522E-02,5.85938E-03,-2.01797E-02
1.7532E-02,1.13281E-02,-1.91328E-02
1.7542E-02,2.09766E-01,-7.99219E-03
1.7552E-02,3.54297E-01,1.64063E-04
1.7562E-02,4.11328E-01,4.83594E-03
1.7572E-02,4.67578E-01,9.52344E-03
1.7582E-02,5.42578E-01,1.44922E-02
1.7592E-02,5.94922E-01,1.89141E-02
1.7602E-02,6.30859E-01,2.30703E-02
1.7612E-02,7.10547E-01,2.91797E-02
1.7623E-02,7.82422E-01,3.45859E-02
1.7633E-02,8.57422E-01,4.10703E-02
1.7643E-02,9.51953E-01,4.73828E-02
1.7653E-02,1.02617E+00,5.40703E-02
1.7663E-02,1.08945E+00,6.02422E-02
1.7673E-02,1.18789E+00,6.87891E-02
1.7683E-02,1.27070E+00,7.63359E-02
1.7693E-02,1.34414E+00,8.23672E-02
1.7703E-02,1.42070E+00,8.96328E-02
1.7713E-02,1.50742E+00,9.68203E-02
1.7723E-02,1.61367E+00,1.04398E-01
1.7733E-02,1.71289E+00,1.12539E-01
1.7744E-02,1.81367E+00,1.20539E-01
1.7754E-02,1.89492E+00,1.26945E-01
1.7764E-02,1.98320E+00,1.33852E-01
1.7774E-02,2.06445E+00,1.40602E-01
1.7784E-02,2.17461E+00,1.48586E-01
1.7794E-02,2.26602E+00,1.55086E-01
1.7804E-02,2.33477E+00,1.60039E-01
1.7814E-02,2.42305E+00,1.67023E-01
1.7824E-02,2.53008E+00,1.74242E-01
1.7834E-02,2.62461E+00,1.79648E-01
1.7844E-02,2.71602E+00,1.85320E-01
1.7854E-02,2.79492E+00,1.90352E-01
1.7864E-02,2.86758E+00,1.93492E-01
1.7875E-02,2.93398E+00,1.97852E-01
1.7885E-02,3.01211E+00,2.01805E-01
1.7895E-02,3.07227E+00,2.04930E-01
1.7905E-02,3.13789E+00,2.08383E-01
1.7915E-02,3.19805E+00,2.10258E-01
1.7925E-02,3.25898E+00,2.12148E-01
1.7935E-02,3.30430E+00,2.14477E-01
1.7945E-02,3.33711E+00,2.14648E-01
1.7955E-02,3.36367E+00,2.14008E-01
1.7965E-02,3.38398E+00,2.13117E-01
1.7975E-02,3.42539E+00,2.12789E-01
1.7985E-02,3.44023E+00,2.10492E-01
1.7996E-02,3.45195E+00,2.08445E-01
1.8006E-02,3.46445E+00,2.06367E-01
1.8016E-02,3.46992E+00,2.03320E-01
1.8026E-02,3.46367E+00,1.99930E-01
1.8036E-02,3.44805E+00,1.95805E-01
1.8046E-02,3.42773E+00,1.91727E-01
1.8056E-02,3.39805E+00,1.87727E-01
1.8066E-02,3.36914E+00,1.81320E-01
1.8076E-02,3.33711E+00,1.75711E-01
1.8086E-02,3.30742E+00,1.70055E-01
1.8096E-02,3.27227E+00,1.63727E-01
1.8106E-02,3.20430E+00,1.57023E-01
1.8116E-02,3.13789E+00,1.49383E-01
1.8127E-02,3.07930E+00,1.42445E-01
1.8137E-02,3.01992E+00,1.36508E-01
1.8147E-02,2.94727E+00,1.29289E-01
1.8157E-02,2.87852E+00,1.21539E-01
1.8167E-02,2.80430E+00,1.15133E-01
1.8177E-02,2.70195E+00,1.06742E-01
1.8187E-02,2.62070E+00,9.99141E-02
1.8197E-02,2.54023E+00,9.42578E-02
1.8207E-02,2.44570E+00,8.82109E-02
1.8217E-02,2.36055E+00,8.03047E-02
1.8227E-02,2.26211E+00,7.32422E-02
1.8237E-02,2.18320E+00,6.74609E-02
1.8248E-02,2.09570E+00,6.16172E-02
1.8258E-02,1.99180E+00,5.52734E-02
1.8268E-02,1.89883E+00,4.95547E-02
1.8278E-02,1.80820E+00,4.36641E-02
1.8288E-02,1.72070E+00,3.76172E-02
1.8298E-02,1.62461E+00,3.25234E-02
1.8308E-02,1.53164E+00,2.86484E-02
1.8318E-02,1.43867E+00,2.37109E-02
1.8328E-02,1.36367E+00,1.98828E-02
1.8338E-02,1.28242E+00,1.57734E-02
1.8348E-02,1.18398E+00,1.17266E-02
1.8358E-02,1.11289E+00,9.47656E-03
1.8368E-02,1.03711E+00,5.32031E-03
1.8379E-02,9.66016E-01,1.97656E-03
1.8389E-02,8.69141E-01,-7.26562E-04
1.8399E-02,8.08984E-01,-2.39844E-03
1.8409E-02,7.50391E-01,-4.28906E-03
1.8419E-02,6.55078E-01,-7.10156E-03
1.8429E-02,6.05078E-01,-8.19531E-03
1.8439E-02,5.60547E-01,-9.61719E-03
1.8449E-02,4.90234E-01,-1.14766E-02
1.8459E-02,4.30078E-01,-1.26328E-02
1.8469E-02,3.93359E-01,-1.33672E-02
1.8479E-02,3.50391E-01,-1.43047E-02
1.8489E-02,2.92578E-01,-1.43672E-02
1.8500E-02,2.19922E-01,-1.59766E-02
1.8510E-02,7.38281E-02,-1.91016E-02
1.8520E-02,1.21094E-02,-2.03359E-02
1.8530E-02,-3.90625E-04,-2.06328E-02
1.8540E-02,1.50391E-01,-1.21641E-02
1.8550E-02,3.12109E-01,-2.71094E-03
1.8560E-02,3.98828E-01,2.85156E-03
1.8570E-02,4.45703E-01,7.08594E-03
1.8580E-02,5.16016E-01,1.15234E-02
1.8590E-02,5.82422E-01,1.65859E-02
1.8600E-02,6.21484E-01,2.14922E-02
1.8610E-02,6.83203E-01,2.63047E-02
1.8620E-02,7.66016E-01,3.21953E-02
1.8631E-02,8.28516E-01,3.77734E-02
1.8641E-02,9.21484E-01,4.45078E-02
1.8651E-02,1.00273E+00,5.10859E-02
1.8661E-02,1.07930E+00,5.86016E-02
1.8671E-02,1.14961E+00,6.40391E-02
1.8681E-02,1.21680E+00,7.04609E-02
1.8691E-02,1.29727E+00,7.76328E-02
1.8701E-02,1.38164E+00,8.48203E-02
1.8711E-02,1.45508E+00,9.11641E-02
1.8721E-02,1.55117E+00,9.90234E-02
1.8731E-02,1.63867E+00,1.04586E-01
1.8741E-02,1.73945E+00,1.12711E-01
1.8752E-02,1.82773E+00,1.20211E-01
1.8762E-02,1.92305E+00,1.28117E-01
1.8772E-02,2.02617E+00,1.36320E-01
1.8782E-02,2.11055E+00,1.42180E-01
1.8792E-02,2.18711E+00,1.47992E-01
1.8802E-02,2.28164E+00,1.55273E-01
1.8812E-02,2.36289E+00,1.61742E-01
1.8822E-02,2.44492E+00,1.67586E-01
1.8832E-02,2.53789E+00,1.73820E-01
1.8842E-02,2.62070E+00,1.78977E-01
1.8852E-02,2.70742E+00,1.84305E-01
1.8862E-02,2.79414E+00,1.89898E-01
1.8872E-02,2.87305E+00,1.93836E-01
1.8883E-02,2.93398E+00,1.96930E-01
1.8893E-02,2.99414E+00,1.99961E-01
1.8903E-02,3.06211E+00,2.03320E-01
1.8913E-02,3.11133E+00,2.05805E-01
1.8923E-02,3.17227E+00,2.08586E-01
1.8933E-02,3.22617E+00,2.09164E-01
1.8943E-02,3.26680E+00,2.09320E-01
1.8953E-02,3.29492E+00,2.09352E-01
1.8963E-02,3.31523E+00,2.09320E-01
1.8973E-02,3.34102E+00,2.08398E-01
1.8983E-02,3.36133E+00,2.06945E-01
1.8993E-02,3.37539E+00,2.05195E-01
1.9004E-02,3.38008E+00,2.02617E-01
1.9014E-02,3.39727E+00,2.00352E-01
1.9024E-02,3.38555E+00,1.96805E-01
1.9034E-02,3.37930E+00,1.93633E-01
1.9044E-02,3.35273E+00,1.89414E-01
1.9054E-02,3.33945E+00,1.84742E-01
1.9064E-02,3.31914E+00,1.79711E-01
1.9074E-02,3.29023E+00,1.73648E-01
1.9084E-02,3.26211E+00,1.68523E-01
1.9094E-02,3.21211E+00,1.62508E-01
1.9104E-02,3.14961E+00,1.56570E-01
1.9114E-02,3.10898E+00,1.50242E-01
1.9124E-02,3.05898E+00,1.43852E-01
1.9135E-02,2.98242E+00,1.35711E-01
1.9145E-02,2.92305E+00,1.29539E-01
1.9155E-02,2.86133E+00,1.22836E-01
1.9165E-02,2.76758E+00,1.15695E-01
1.9175E-02,2.68711E+00,1.08742E-01
1.9185E-02,2.60508E+00,1.01539E-01
1.9195E-02,2.52227E+00,9.36484E-02
1.9205E-02,2.42461E+00,8.66016E-02
1.9215E-02,2.34180E+00,8.00078E-02
1.9225E-02,2.26523E+00,7.36797E-02
1.9235E-02,2.17305E+00,6.70234E-02
1.9245E-02,2.08164E+00,6.17266E-02
1.9256E-02,1.98711E+00,5.54922E-02
1.9266E-02,1.89648E+00,4.91953E-02
1.9276E-02,1.80742E+00,4.45078E-02
1.9286E-02,1.72461E+00,3.91016E-02
1.9296E-02,1.63633E+00,3.43672E-02
1.9306E-02,1.54492E+00,2.88516E-02
1.9316E-02,1.43789E+00,2.31484E-02
1.9326E-02,1.36367E+00,1.91953E-02
1.9336E-02,1.27461E+00,1.50859E-02
1.9346E-02,1.19648E+00,1.25391E-02
1.9356E-02,1.12148E+00,8.53906E-03
1.9366E-02,1.04648E+00,4.94531E-03
1.9376E-02,9.90234E-01,2.92969E-03
1.9387E-02,9.05078E-01,2.73438E-04
1.9397E-02,8.19141E-01,-3.02344E-03
1.9407E-02,7.45703E-01,-5.03906E-03
1.9417E-02,6.59766E-01,-7.86719E-03
1.9427E-02,6.10547E-01,-8.21094E-03
1.9437E-02,5.80859E-01,-8.42969E-03
1.9447E-02,5.05859E-01,-1.07734E-02
1.9457E-02,4.37109E-01,-1.18672E-02
1.9467E-02,4.05859E-01,-1.21016E-02
1.9477E-02,3.75391E-01,-1.31953E-02
1.9487E-02,3.26953E-01,-1.43828E-02
1.9497E-02,2.62109E-01,-1.47734E-02
1.9508E-02,1.12109E-01,-1.91328E-02
1.9518E-02,2.22656E-02,-2.10391E-02
1.9528E-02,1.17188E-03,-2.18047E-02
1.9538E-02,1.15234E-01,-1.54141E-02
1.9548E-02,2.86328E-01,-5.24219E-03
1.9558E-02,3.92578E-01,1.53906E-03
1.9568E-02,4.37109E-01,5.69531E-03
1.9578E-02,4.99609E-01,1.01172E-02
1.9588E-02,5.66797E-01,1.45234E-02
1.9598E-02,6.15234E-01,1.97578E-02
1.9608E-02,6.71484E-01,2.47266E-02
1.9618E-02,7.42578E-01,2.92422E-02
1.9628E-02,8.18359E-01,3.58984E-02
1.9639E-02,9.03516E-01,4.22422E-02
1.9649E-02,9.86328E-01,4.75391E-02
1.9659E-02,1.04492E+00,5.35547E-02
1.9669E-02,1.12773E+00,6.08203E-02
1.9679E-02,1.19648E+00,6.71484E-02
1.9689E-02,1.26523E+00,7.31641E-02
1.9699E-02,1.35820E+00,8.13203E-02
1.9709E-02,1.44023E+00,8.88984E-02
1.9719E-02,1.52539E+00,9.58359E-02
1.9729E-02,1.62617E+00,1.03508E-01
1.9739E-02,1.71836E+00,1.11102E-01
1.9749E-02,1.80977E+00,1.17711E-01
1.9760E-02,1.87617E+00,1.23852E-01
1.9770E-02,1.95898E+00,1.30305E-01
1.9780E-02,2.05977E+00,1.37820E-01
1.9790E-02,2.15820E+00,1.44820E-01
1.9800E-02,2.22773E+00,1.50008E-01
1.9810E-02,2.32070E+00,1.56820E-01
1.9820E-02,2.40742E+00,1.63273E-01
1.9830E-02,2.48164E+00,1.68602E-01
1.9840E-02,2.57383E+00,1.73414E-01
1.9850E-02,2.66133E+00,1.78539E-01
1.9860E-02,2.73633E+00,1.82352E-01
1.9870E-02,2.82070E+00,1.87195E-01
1.9880E-02,2.88477E+00,1.90352E-01
1.9891E-02,2.93555E+00,1.93070E-01
1.9901E-02,3.00430E+00,1.96086E-01
1.9911E-02,3.05898E+00,1.98070E-01
1.9921E-02,3.10742E+00,2.00445E-01
1.9931E-02,3.14805E+00,2.02258E-01
1.9941E-02,3.19180E+00,2.02492E-01
1.9951E-02,3.24492E+00,2.03102E-01
1.9961E-02,3.28008E+00,2.02836E-01
1.9971E-02,3.29648E+00,2.02461E-01
1.9981E-02,3.30898E+00,2.00398E-01
1.9991E-02,3.31680E+00,1.98586E-01
2.0001E-02,3.32695E+00,1.95508E-01
2.0012E-02,3.32852E+00,1.93055E-01
2.0022E-02,3.33320E+00,1.90992E-01
2.0032E-02,3.32852E+00,1.87539E-01
2.0042E-02,3.31680E+00,1.83617E-01
2.0052E-02,3.29648E+00,1.78164E-01
2.0062E-02,3.26914E+00,1.73289E-01
2.0072E-02,3.24023E+00,1.67430E-01
2.0082E-02,3.18633E+00,1.62133E-01
2.0092E-02,3.14961E+00,1.57133E-01
2.0102E-02,3.11055E+00,1.50445E-01
2.0112E-02,3.04883E+00,1.43898E-01
2.0122E-02,2.98867E+00,1.37242E-01
2.0132E-02,2.93164E+00,1.30461E-01
2.0143E-02,2.87930E+00,1.24602E-01
2.0153E-02,2.79492E+00,1.17555E-01
2.0163E-02,2.71992E+00,1.11664E-01
2.0173E-02,2.64883E+00,1.04586E-01
2.0183E-02,2.55820E+00,9.78516E-02
2.0193E-02,2.46602E+00,9.02422E-02
2.0203E-02,2.39648E+00,8.38984E-02
2.0213E-02,2.31367E+00,7.72734E-02
2.0223E-02,2.22383E+00,6.99297E-02
2.0233E-02,2.14023E+00,6.40078E-02
2.0243E-02,2.06211E+00,5.92266E-02
2.0253E-02,1.96680E+00,5.20547E-02
2.0264E-02,1.87773E+00,4.64766E-02
2.0274E-02,1.79180E+00,4.09141E-02
2.0284E-02,1.69414E+00,3.50234E-02
2.0294E-02,1.60742E+00,3.00703E-02
2.0304E-02,1.51133E+00,2.58984E-02
2.0314E-02,1.42773E+00,2.15547E-02
2.0324E-02,1.35742E+00,1.75078E-02
2.0334E-02,1.26914E+00,1.39141E-02
2.0344E-02,1.19180E+00,9.67969E-03
2.0354E-02,1.11523E+00,5.80469E-03
2.0364E-02,1.04648E+00,3.63281E-03
2.0374E-02,9.94141E-01,1.36719E-03
2.0384E-02,9.01953E-01,-1.57031E-03
2.0395E-02,8.14453E-01,-4.69531E-03
2.0405E-02,7.32422E-01,-6.30469E-03
2.0415E-02,6.55078E-01,-8.57031E-03
2.0425E-02,6.01172E-01,-1.07891E-02
2.0435E-02,5.66797E-01,-1.21484E-02
2.0445E-02,5.03516E-01,-1.33672E-02
2.0455E-02,4.33984E-01,-1.44609E-02
2.0465E-02,3.93359E-01,-1.57891E-02
2.0475E-02,3.66797E-01,-1.49766E-02
2.0485E-02,3.24609E-01,-1.63203E-02
2.0495E-02,2.76172E-01,-1.73203E-02
2.0505E-02,1.34766E-01,-2.01328E-02
2.0516E-02,3.00781E-02,-2.18828E-02
2.0526E-02,1.95312E-03,-2.27266E-02
2.0536E-02,6.21094E-02,-1.90547E-02
2.0546E-02,2.43359E-01,-8.80469E-03
2.0556E-02,3.68359E-01,-1.97656E-03
2.0566E-02,4.16797E-01,2.53906E-03
2.0576E-02,4.71484E-01,6.85156E-03
2.0586E-02,5.41016E-01,1.10078E-02
2.0596E-02,5.98828E-01,1.65078E-02
2.0606E-02,6.45703E-01,2.14609E-02
2.0616E-02,7.31641E-01,2.73203E-02
2.0626E-02,7.94141E-01,3.21484E-02
2.0636E-02,8.59766E-01,3.84609E-02
2.0647E-02,9.42578E-01,4.40234E-02
2.0657E-02,1.00508E+00,4.88672E-02
2.0667E-02,1.07305E+00,5.53672E-02
2.0677E-02,1.15352E+00,6.23516E-02
2.0687E-02,1.23008E+00,6.94453E-02
2.0697E-02,1.31367E+00,7.60547E-02
2.0707E-02,1.39023E+00,8.30391E-02
2.0717E-02,1.46211E+00,8.94297E-02
2.0727E-02,1.56289E+00,9.70391E-02
2.0737E-02,1.64414E+00,1.03742E-01
2.0747E-02,1.73477E+00,1.10617E-01
2.0757E-02,1.82148E+00,1.17867E-01
2.0768E-02,1.90664E+00,1.24852E-01
2.0778E-02,2.00352E+00,1.32852E-01
2.0788E-02,2.09414E+00,1.39508E-01
2.0798E-02,2.17227E+00,1.44664E-01
2.0808E-02,2.26211E+00,1.51055E-01
